Month	n_days	Rg_f	Ta_f	Tmax	Tmin	VPD_f	Ts_f	Precip	SWC	LAI	ET	LITTERFALL			
3	15	8.463511	0.453708	3.988210	-1.820300	1.063137	-9999	1.679470	-9999	-9999	-9999	-9999	6.312226827	0.067107607	6.245119221
3	16	11.931926	-0.683865	5.518490	-5.045550	1.547257	-9999	0.018133	-9999	-9999	-9999	-9999	5.810247966	0.089899492	5.720348473
3	17	7.724264	-0.220730	3.625720	-4.160850	0.899965	-9999	5.522230	-9999	-9999	-9999	-9999	6.010186551	0.054089595	5.956096956
3	18	9.008496	-0.290066	2.957240	-2.663440	0.752112	-9999	5.068600	-9999	-9999	-9999	-9999	5.979871804	0.044975357	5.934896447
3	19	12.206419	2.988590	9.767840	-4.910970	1.862292	-9999	0.000420	-9999	-9999	-9999	-9999	7.57093923	0.140993	7.42994623
3	20	8.960544	5.510070	10.119700	2.468090	2.032389	-9999	0.456372	-9999	-9999	-9999	-9999	9.037819764	0.183683633	8.854136132
3	21	11.302675	6.750890	14.209700	1.193090	1.690564	-9999	0.000015	-9999	-9999	-9999	-9999	9.847580005	0.166479603	9.681100402
3	22	9.749549	7.366610	14.679100	2.721780	1.501693	-9999	6.583070	-9999	-9999	-9999	-9999	10.27262097	0.154263212	10.11835776
3	23	7.844006	5.313330	9.788320	2.722760	1.304011	-9999	1.924250	-9999	-9999	-9999	-9999	8.914970819	0.116252166	8.798718654
3	24	14.298509	7.969760	14.072300	2.909530	2.232747	-9999	0.000000	-9999	-9999	-9999	-9999	10.70456492	0.2390059	10.46555902
3	25	7.762133	8.280250	14.491700	4.302620	1.866235	-9999	0.250934	-9999	-9999	-9999	-9999	10.9330928	0.204037227	10.72905557
3	26	13.637635	8.433140	15.544600	4.102950	2.062434	-9999	0.419908	-9999	-9999	-9999	-9999	11.04719297	0.227841019	10.81935195
3	27	12.236745	7.666020	12.751800	3.270910	1.390826	-9999	0.017267	-9999	-9999	-9999	-9999	10.48508473	0.145829234	10.3392555
3	28	10.565597	10.890300	17.851600	6.414220	2.317191	-9999	0.000000	-9999	-9999	-9999	-9999	13.03029999	0.301936975	12.72836302
3	29	11.925879	13.287600	21.099600	7.403390	5.630014	-9999	0.000000	-9999	-9999	-9999	-9999	15.26001317	0.859140878	14.40087229
3	30	9.902995	13.283400	19.657500	9.468760	3.691484	-9999	0.199670	-9999	-9999	-9999	-9999	15.25583104	0.563166554	14.69266449
3	31	1.401175	11.528000	14.059500	9.895850	0.136846	-9999	15.750900	-9999	-9999	-9999	-9999	13.5935131	0.018602165	13.57491093
4	1	14.146272	7.577280	13.272900	2.102440	1.660367	-9999	0.008497	-9999	-9999	-9999	-9999	10.42171436	0.173038674	10.24867569
4	2	15.641079	6.019630	12.158000	0.586416	1.842941	-9999	0.002688	-9999	-9999	-9999	-9999	9.362965125	0.172553878	9.190411247
4	3	12.272515	7.087290	12.903700	3.405510	1.985486	-9999	0.000736	-9999	-9999	-9999	-9999	10.07784084	0.2000941	9.877746741
4	4	15.791241	7.620460	14.227800	3.249070	2.355389	-9999	0.162133	-9999	-9999	-9999	-9999	10.45250751	0.246197206	10.2063103
4	5	4.281414	5.966440	9.350130	2.770040	1.236714	-9999	4.279730	-9999	-9999	-9999	-9999	9.328549981	0.11536747	9.21318251
4	6	13.940986	5.409340	12.047300	1.146050	1.384389	-9999	0.000005	-9999	-9999	-9999	-9999	8.9747365	0.124245265	8.850491235
4	7	15.905463	6.335150	13.556200	0.523214	1.810076	-9999	0.000000	-9999	-9999	-9999	-9999	9.569423702	0.173213807	9.396209896
4	8	6.123444	5.799690	10.729000	2.294300	1.019857	-9999	7.210350	-9999	-9999	-9999	-9999	9.221380378	0.094044894	9.127335484
4	9	8.658230	5.193190	9.476260	1.900200	1.768498	-9999	0.246227	-9999	-9999	-9999	-9999	8.840678762	0.156347247	8.684331515
4	10	8.604377	4.063490	7.308600	1.001550	1.166212	-9999	5.267500	-9999	-9999	-9999	-9999	8.168352347	0.095260305	8.073092042
4	11	9.596275	3.560370	7.302000	0.454672	0.799206	-9999	10.161600	-9999	-9999	-9999	-9999	7.883738723	0.063007323	7.8207314
4	12	12.082263	5.488410	9.553290	1.392810	0.929026	-9999	15.087700	-9999	-9999	-9999	-9999	9.024222063	0.083837334	8.940384729
4	13	5.938765	1.335520	6.400910	-4.243510	0.804381	-9999	14.517100	-9999	-9999	-9999	-9999	6.727338443	0.054113441	6.673225002
4	14	8.799926	-2.720140	0.427157	-5.856210	0.882676	-9999	2.264740	-9999	-9999	-9999	-9999	4.999241051	0.044127101	4.95511395
4	15	7.540318	-2.173020	1.058600	-4.903090	0.763330	-9999	1.671940	-9999	-9999	-9999	-9999	5.206644138	0.039743902	5.166900237
4	16	6.471205	-1.208330	2.188360	-4.799810	0.876830	-9999	1.452160	-9999	-9999	-9999	-9999	5.590955578	0.049023151	5.541932426
4	17	7.901453	-0.614523	2.206210	-4.142440	0.779170	-9999	1.104900	-9999	-9999	-9999	-9999	5.839803734	0.045501997	5.794301737
4	18	5.925640	-0.366903	1.988680	-3.202160	0.469566	-9999	4.911910	-9999	-9999	-9999	-9999	5.946435527	0.027922453	5.918513074
4	19	13.073702	1.899210	5.730530	-2.912300	0.612721	-9999	3.040490	-9999	-9999	-9999	-9999	7.005163127	0.042922078	6.962241049
4	20	15.010704	4.690740	10.307900	1.205340	0.858955	-9999	0.186422	-9999	-9999	-9999	-9999	8.535855508	0.073319124	8.462536384
4	21	16.349126	7.067820	13.419300	1.148000	1.577522	-9999	0.000416	-9999	-9999	-9999	-9999	10.06438578	0.158767902	9.905617878
4	22	17.544298	12.384200	18.666500	3.810600	4.311606	-9999	0.000000	-9999	-9999	-9999	-9999	14.38328645	0.620150621	13.76313582
4	23	18.822672	13.694800	21.381700	8.628990	3.970350	-9999	0.000000	-9999	-9999	-9999	-9999	15.67029011	0.622165373	15.04812474
4	24	18.941904	14.441500	22.701800	8.620780	4.802061	-9999	0.000000	-9999	-9999	-9999	-9999	16.44783756	0.789835243	15.65800231
