Month	n_days	Rg_f	Ta_f	Tmax	Tmin	VPD_f	Ts_f	Precip	SWC	LAI	ET	WS_f
2	20	6.48	8.61	13.69	4.9	2.76	7.98	0	-9999	0	-9999	-9999
2	21	2	7.68	9.05	6.15	1.25	8.16	3.27	-9999	0	-9999	-9999
2	22	6.76	7.48	11.41	3.28	2.65	7.69	0	-9999	0	-9999	-9999
2	23	4.29	8.96	11.93	7	2.15	8.12	0.24	-9999	0	-9999	-9999
2	24	2.78	8.83	10.48	7.76	1.63	8.39	1.82	-9999	0	-9999	-9999
2	25	3.54	7.18	8.87	5.84	1.07	8.33	8.47	-9999	0	-9999	-9999
2	26	1.92	6.77	7.52	5.62	1.32	8.28	0.73	-9999	0	-9999	-9999
2	27	1.73	6.43	11.09	3.87	0.71	7.7	7.74	-9999	0	-9999	-9999
2	28	4.39	9.03	10.96	9.05	2.37	8.55	4.36	-9999	0	-9999	-9999
3	1	8.72	8.2	10.306	5.842	1.87	8.59	6.29	-9999	0	-9999	-9999
3	2	9.65	8.32	10.0033	6.02382	2.08	8.11	0.24	-9999	0	-9999	-9999
3	3	3.07	7.39	9.94244	5.76715	1.41	7.83	11.74	-9999	0	-9999	-9999
3	4	7.44	7.84	10.2309	5.50254	1.24	7.7	-9999	-9999	0	-9999	-9999
3	5	4.75	7.93	10.7202	5.40825	0.6	8.01	-9999	-9999	0	-9999	-9999
3	6	2.43	7.94	8.55	4.5	0.6	8.58	-9999	-9999	0	-9999	-9999
3	7	6.58	8.3	10.62	6.95	1.71	8.76	2.5	-9999	0	-9999	-9999
3	8	11.96	8.07	11.63	4.55	2.65	8.25	12.2	-9999	0	-9999	-9999
3	9	3.08	6.7	8.08	5.28	1.42	8.05	5.2	-9999	0	-9999	-9999
3	10	10.89	7.74	11.2	3.92	3.03	7.57	0.2	-9999	0	-9999	-9999
3	11	11.82	9.24	14.23	4.32	3.07	8.06	0	-9999	0	-9999	-9999
3	12	14.34	10.16	15.72	4.52	5.14	8.08	0	-9999	0	-9999	-9999
3	13	13.48	9.42	13.71	4.66	3.75	8.14	0	-9999	0	-9999	-9999
3	14	13.1	8.91	12.56	5.49	4.62	7.96	0	-9999	0	-9999	-9999
3	15	13.07	8.74	12.45	4.8	4.16	7.76	0	-9999	0	-9999	-9999
3	16	4.65	8.36	10.09	6.04	2.07	8.08	0	-9999	0	-9999	-9999
3	17	3.95	9.91	12.23	8.1	2.91	8.69	0	-9999	0	-9999	-9999
3	18	8	6.85	9.27	0.87	2.58	8.61	12.67	-9999	0	-9999	-9999
3	19	7.83	2.06	5.11	0	0.96	6.69	3.71	-9999	0	-9999	-9999
3	20	8.45	3.35	7.16	0.94	1.34	6.69	0.77	-9999	0	-9999	-9999
3	21	6.97	3.23	7.51	1.5	1.31	6.57	3.46	-9999	0	-9999	-9999
3	22	10.12	5.49	8.13	3.24	2.87	6.94	0	-9999	0	-9999	-9999
3	23	3.11	4.95	6.19	3.51	2.31	6.94	0	-9999	0	-9999	-9999
3	24	2.63	6.88	9.9	3.51	1.95	7.19	0	-9999	0	-9999	-9999
3	25	12.9	9.37	12.17	6.38	4.76	7.97	0	-9999	0	-9999	-9999
3	26	16.98	11.22	17.16	5.56	6.76	8.01	0	-9999	0	-9999	-9999
3	27	16.54	11.91	16.32	7.46	7.86	8.46	0	-9999	0	-9999	-9999
3	28	14.78	12.02	16.99	6.53	7.4	8.66	0	-9999	0	-9999	-9999
3	29	6.6	8.78	11.37	6.51	2.1	8.89	0.77	-9999	0	-9999	-9999
3	30	6.87	7.9	12.06	2.31	1.69	8.56	1.54	-9999	0	-9999	-9999
3	31	14.56	10.8	14.98	5.75	5.12	8.92	0	-9999	0	-9999	-9999
4	1	17.34	11.94	17.33	7.02	7.55	9.28	0	-9999	0	-9999	-9999
4	2	17.19	11.92	17.92	6.31	7.62	9.19	0	-9999	0	-9999	-9999
4	3	8.16	6.86	8.78	4.76	2.85	8.9	0	-9999	0	-9999	-9999
4	4	19.28	6.67	11.37	2.42	4.11	8.15	0	-9999	0	-9999	-9999
4	5	16.79	7.93	13.43	3.21	3.01	8.19	0	-9999	0	-9999	-9999
4	6	17.9	10.37	16.14	5.68	3.87	8.63	0	-9999	0	-9999	-9999
4	7	7.1	8.54	11.42	5.8	3.09	8.8	0	-9999	0	-9999	-9999
4	8	19.77	9.4	14.64	4.41	4.41	8.46	0	-9999	0	-9999	-9999
4	9	20.26	10.98	14.26	7.26	5.52	8.93	0	-9999	0	-9999	-9999
4	10	12.99	12.11	14.9	8.74	4.89	9.46	0	-9999	0	-9999	-9999
4	11	12.91	12.89	16.34	9.85	5.82	9.9	0	-9999	0	-9999	-9999
4	12	18.14	14.2	20.57	7.24	6.92	10.13	0	-9999	0	-9999	-9999
4	13	18.68	17.24	24.26	10.32	9.04	11.07	0	-9999	0	-9999	-9999
4	14	19.94	19.27	25.98	11.62	11.38	11.82	0	-9999	0	-9999	-9999
4	15	21.29	22.11	28.04	14.67	18.67	12.24	0	-9999	0	-9999	-9999
4	16	20.04	18.51	26.68	11.14	11.96	12.17	0	-9999	0	-9999	-9999
4	17	15.07	11.42	14.76	6.68	4.23	11.66	0	-9999	0	-9999	-9999
4	18	12.21	9.46	13.47	5.63	4.07	10.54	0	-9999	0	-9999	-9999
4	19	22.14	10.84	15.64	5.74	5.06	10.11	0	-9999	0	-9999	-9999
4	20	18.46	9.25	13.02	5.43	4.64	10.11	0	-9999	0	-9999	-9999
4	21	22.15	8.85	14.13	1.97	5.94	9.56	0	-9999	0	-9999	-9999
4	22	22.63	13.69	20.27	5.61	10.07	9.87	0	-9999	0	-9999	-9999
4	23	17.78	16.36	22.03	10.18	10.72	10.78	0	-9999	0	-9999	-9999
4	24	15.77	17.83	22.76	12.57	9.82	11.69	0	-9999	0	-9999	-9999
4	25	21.12	19.65	26.52	13.96	11.81	12.62	0	-9999	0	-9999	-9999
4	26	20.51	18.96	26.62	12.08	10.04	12.93	0	-9999	0	-9999	-9999
4	27	22.4	19.16	25.89	12.37	11.45	13.17	0	-9999	0	-9999	-9999
4	28	21.14	18.74	26.07	11.58	10.62	13.27	0	-9999	0	-9999	-9999
4	29	23.49	16.95	22.13	11.99	9.66	13.16	0	-9999	0	-9999	-9999
4	30	25.39	14.43	20.03	8.6	10.97	12.35	0	-9999	0	-9999	-9999
5	1	25.05	15.4	21.06	8.56	11.42	12.04	0	-9999	0	-9999	-9999
5	2	25.45	14.33	20.25	6.92	10.84	11.75	0	-9999	0	-9999	-9999
5	3	24.26	14.42	20.25	7.71	7.89	11.84	0	-9999	0	-9999	-9999
5	4	18.31	15.47	20.79	10.33	8.07	12.24	0	-9999	0	-9999	-9999
5	5	22.69	12.84	18.83	8.3	4.98	12.12	0	-9999	0	-9999	-9999
5	6	17.52	12.27	17.82	6.75	4.63	11.68	0	-9999	0	-9999	-9999
5	7	2.53	12.83	14.67	10.48	1.43	12.07	7.94	-9999	0	-9999	-9999
5	8	9.59	12.91	15.51	11.05	4.05	12.06	0.13	-9999	0	-9999	-9999
5	9	4.92	11.5	13.61	10.01	1.62	11.87	3.33	-9999	0	-9999	-9999
5	10	6.33	14.02	15.74	11.46	2.92	12.19	1.28	-9999	0	-9999	-9999
5	11	9.66	12.33	14.88	8.64	3.43	12.18	3.97	-9999	0	-9999	-9999
5	12	15.34	13.2	16.81	10.01	4.05	12.13	8.06	-9999	0	-9999	-9999
5	13	12.93	14.88	18.8	11.04	5.08	12.44	0.13	-9999	0	-9999	-9999
5	14	12.21	13.23	16.08	9.04	4.19	12.53	6.66	-9999	0	-9999	-9999
5	15	17.29	10.88	14.9	6.78	3.55	12.1	6.78	-9999	0	-9999	-9999
5	16	15.66	11.2	13.86	8.66	2.13	12.13	10.37	-9999	0	-9999	-9999
5	17	14.81	11.24	14.41	8.14	2.05	12.02	5.25	-9999	0	-9999	-9999
5	18	18.08	16.11	21.77	8.86	4.86	12.6	0	-9999	0	-9999	-9999
5	19	20.99	13.93	17.02	11.27	5.72	13.17	1.54	-9999	0	-9999	-9999
5	20	13.78	13.54	17.41	9.31	4.07	12.47	5.25	-9999	0	-9999	-9999
5	21	9.74	16.21	20.03	12.9	2.32	13.38	0.13	-9999	0	-9999	-9999
5	22	9.35	14.95	16.55	12.98	2.08	13.71	0	-9999	0	-9999	-9999
5	23	27.68	15.48	20.65	9.41	7.2	13.51	0	-9999	0	-9999	-9999
5	24	27.33	18.15	24	11.39	9.54	13.99	0	-9999	0	-9999	-9999
5	25	21.36	18.96	24.28	14.04	8.36	14.65	0	-9999	0	-9999	-9999
5	26	11.72	15.22	17.58	12.5	3.43	14.52	8.96	-9999	0	-9999	-9999
5	27	15.39	13.06	16.15	11	2.76	13.93	11.78	-9999	0	-9999	-9999
5	28	9.88	12.2	14.03	10.58	3.24	13.43	0.13	-9999	0	-9999	-9999
5	29	13.5	10.55	11.67	9.63	3.25	12.88	0.9	-9999	0	-9999	-9999
5	30	19.84	13.27	18.14	6.11	6.13	12.6	0	-9999	0	-9999	-9999
5	31	19.45	13.83	18.84	10	3.83	13.41	4.99	-9999	0	-9999	-9999
6	1	15.49	14.66	19.39	10.68	3.04	13.5	1.02	-9999	0	-9999	-9999
6	2	24.21	18.54	22.98	13.28	8.95	14.28	0	-9999	0	-9999	-9999
6	3	22.04	18.07	22.33	12.7	6.41	14.74	0	-9999	0	-9999	-9999
6	4	21.66	18.37	22.41	13.94	7.4	15.09	0	-9999	0	-9999	-9999
6	5	18.4	18.34	22.95	13.49	6.51	15.19	0	-9999	0	-9999	-9999
6	6	18.35	17.41	21.86	13.86	4.83	15.36	0	-9999	0	-9999	-9999
6	7	22.34	20.58	26.17	14.2	7.47	15.88	0	-9999	0	-9999	-9999
6	8	21.77	20.16	25.2	15.93	4.6	16.78	0	-9999	0	-9999	-9999
6	9	5.3	15.49	17.56	14.17	1.02	15.8	3.2	-9999	0	-9999	-9999
6	10	11.35	16.46	20.11	14.11	2.76	15.58	0	-9999	0	-9999	-9999
6	11	21.67	17.87	23.74	14.28	3.64	16.1	1.92	-9999	0	-9999	-9999
6	12	7.98	15.72	20.1	12.79	2.71	15.62	0	-9999	0	-9999	-9999
6	13	22.83	16.99	20.33	12.67	5.34	15.63	0	-9999	0	-9999	-9999
6	14	14.6	18.42	24.16	16.15	5.49	16.05	8.32	-9999	0	-9999	-9999
6	15	16.45	17.43	20.57	15.36	4.93	16.19	2.05	-9999	0	-9999	-9999
6	16	13	15	17.59	13.52	3.07	15.48	5.5	-9999	0	-9999	-9999
6	17	20.75	16.65	20.26	13.78	5.74	15.5	2.3	-9999	0	-9999	-9999
6	18	15.38	16.55	21.07	13.53	2.9	15.79	10.62	-9999	0	-9999	-9999
6	19	27.44	20.43	25.64	14.31	9.33	16.06	0.13	-9999	0	-9999	-9999
6	20	21.69	19.01	22.1	16.43	5.98	16.81	4.48	-9999	0	-9999	-9999
6	21	9.86	16.37	19.35	13.74	4.02	16.15	8.06	-9999	0	-9999	-9999
6	22	16.08	15.47	19.79	12.88	3.93	15.64	8.32	-9999	0	-9999	-9999
6	23	12.78	15.81	19.135	12.9142	4.57	15.46	2.18	-9999	0	-9999	-9999
6	24	9.29	15.84	19.5358	13.1872	4.33	15.29	1.79	-9999	0	-9999	-9999
6	25	13.92	16.24	19.3708	13.1844	4.95	15.3	6.78	-9999	0	-9999	-9999
6	26	11.59	13.9	13.84	10.24	4.41	14.63	2.43	-9999	0	-9999	-9999
6	27	15.88	13.16	15.83	8.67	5.52	14.03	0	-9999	0	-9999	-9999
6	28	22.11	14.58	17.41	11.18	6.35	14.36	2.56	-9999	0	-9999	-9999
6	29	8.88	14.9	17.08	12.64	3.82	14.47	1.79	-9999	0	-9999	-9999
6	30	10.93	16.89	19.66	14.05	4.6	14.94	0	-9999	0	-9999	-9999
7	1	20.26	19.64	22.8	17.07	7.6	15.86	0	-9999	0	-9999	-9999
7	2	14.07	16.08	17.95	13.74	3.36	15.86	9.34	-9999	0	-9999	-9999
7	3	9.68	13.74	16.65	11.74	2.55	15.17	10.07	-9999	0	-9999	-9999
7	4	15.4	14.06	17.98	11.69	2.93	14.85	18.5	-9999	0	-9999	-9999
7	5	13.66	14.91	18.17	12.88	3.01	15	5.75	-9999	0	-9999	-9999
7	6	7.64	15.39	16.88	13.32	5.34	14.84	0.27	-9999	0	-9999	-9999
7	7	21.55	16.09	19.64	12.71	5.92	14.99	0	-9999	0	-9999	-9999
7	8	20.33	16.25	21.18	11.12	7.21	14.97	0	-9999	0	-9999	-9999
7	9	18.24	14.49	18.33	12.04	4.81	14.96	1.64	-9999	0	-9999	-9999
7	10	18.45	13.81	17.99	10.01	4.34	14.51	0.14	-9999	0	-9999	-9999
7	11	9.23	14.31	16	12.2	3.53	14.52	0.14	-9999	0	-9999	-9999
7	12	9.41	15.52	17.89	13.15	2.47	14.73	0.55	-9999	0	-9999	-9999
7	13	14.38	20.18	25.4	16.78	6.21	15.74	0.14	-9999	0	-9999	-9999
7	14	18.14	20.86	23.02	18.14	7.86	16.54	0	-9999	0	-9999	-9999
7	15	17.46	22.44	29.35	14.64	11.99	16.65	0	-9999	0	-9999	-9999
7	16	13.37	20.62	25.51	19.24	6.97	17.37	11.23	-9999	0	-9999	-9999
7	17	21.97	19.2	22.83	17.46	8.69	16.91	0.82	-9999	0	-9999	-9999
7	18	23.19	18.42	21.76	14.3	6.99	16.59	0	-9999	0	-9999	-9999
7	19	18.51	18.95	23	13.76	8.27	16.31	0	-9999	0	-9999	-9999
7	20	9.09	16.93	20.02	14.83	3.03	16.35	10.28	-9999	0	-9999	-9999
7	21	24.84	17.29	21.18	11.76	7.95	16.09	0	-9999	0	-9999	-9999
7	22	17.43	15.87	18.1	13.68	4.81	15.98	1.37	-9999	0	-9999	-9999
7	23	17.84	15.5	13.41	11.32	4.54	15.53	4.75	-9999	0	-9999	-9999
7	24	18.23	15.78	18.64	15.86	4.45	15.47	-9999	-9999	0	-9999	-9999
7	25	22.19	17.6	22.02	12.85	6.75	15.71	0	-9999	0	-9999	-9999
7	26	10.54	17.76	20.82	15.68	4.9	16.05	5.62	-9999	0	-9999	-9999
7	27	18.09	17.45	20.74	14.32	6.91	16.1	0.55	-9999	0	-9999	-9999
7	28	19.66	16.96	19.57	13.64	4.58	16.21	15.21	-9999	0	-9999	-9999
7	29	13.77	14.33	16.83	11.54	3.36	15.74	30.28	-9999	0	-9999	-9999
7	30	19.65	13.3	16.3	9.9	4.9	14.9	0.55	-9999	0	-9999	-9999
7	31	20.08	14.72	18.66	10.76	6.37	14.58	0	-9999	0	-9999	-9999
8	1	25.48	16.94	22.06	10.94	8.6	14.85	0	-9999	0	-9999	-9999
8	2	13.65	16.56	20.65	13.15	5.35	15.34	0	-9999	0	-9999	-9999
8	3	22.22	17.78	21.18	13.93	8.44	15.6	0	-9999	0	-9999	-9999
8	4	25.66	20.29	25.24	13.42	10.93	15.84	0	-9999	0	-9999	-9999
8	5	26.11	23.11	29.54	15.38	14.85	16.61	0	-9999	0	-9999	-9999
8	6	14.11	19.81	23.92	16.06	6.72	17.09	1.37	-9999	0	-9999	-9999
8	7	17.76	17.27	20.74	13.57	5.43	16.51	0	-9999	0	-9999	-9999
8	8	7.64	15.38	16.76	13.84	4.37	16.02	0.55	-9999	0	-9999	-9999
8	9	2.8	13.88	15.05	12.48	1.43	15.45	13.56	-9999	0	-9999	-9999
8	10	10.46	16.81	20.79	14.7	3.93	15.77	0	-9999	0	-9999	-9999
8	11	23.02	16.42	20.94	11.7	6.15	15.8	0	-9999	0	-9999	-9999
8	12	12.72	17.03	21.04	12.3	4.66	15.64	7.4	-9999	0	-9999	-9999
8	13	16.74	16.81	19.77	13.44	5.96	15.9	0	-9999	0	-9999	-9999
8	14	18.94	18.03	24.32	12.32	7.48	15.81	1.1	-9999	0	-9999	-9999
8	15	15.5	20.36	23.19	17.77	6.38	16.84	4.11	-9999	0	-9999	-9999
8	16	16.42	16.3	18.55	13.97	5.24	16.54	10.69	-9999	0	-9999	-9999
8	17	13.62	14.56	17.16	11.83	4.96	15.66	0.82	-9999	0	-9999	-9999
8	18	15.68	15.4	19.76	9.94	5.76	15.32	0	-9999	0	-9999	-9999
8	19	12.82	16.89	20.37	14.27	5.39	15.8	3.56	-9999	0	-9999	-9999
8	20	7.68	15.02	17.31	13.67	1.25	15.86	8.9	-9999	0	-9999	-9999
8	21	9.5	15.23	19.41	11.02	1.88	15.55	0.82	-9999	0	-9999	-9999
8	22	3.56	16.18	17.07	15.46	1.95	16.01	5.21	-9999	0	-9999	-9999
8	23	7.55	16.21	19.58	14.14	1.88	15.91	6.99	-9999	0	-9999	-9999
8	24	18.19	19.22	23.87	14.84	5.92	16.13	0	-9999	0	-9999	-9999
8	25	14.16	18	21.04	14.71	3.56	16.46	0	-9999	0	-9999	-9999
8	26	14.2	16.66	20.5	12.68	3.53	16.24	0	-9999	0	-9999	-9999
8	27	17.06	14.81	18.14	12.23	5.2	15.38	0	-9999	0	-9999	-9999
8	28	17.02	14.05	17.04	11.14	5.24	15.02	0	-9999	0	-9999	-9999
8	29	20.52	13.4	17.72	9.41	6.07	14.55	0	-9999	0	-9999	-9999
8	30	10.44	14.84	18.11	11.38	4.4	14.31	0	-9999	0	-9999	-9999
8	31	6.42	15.81	17.46	15.04	3.12	15.18	1.78	-9999	0	-9999	-9999
9	1	12.77	16.22	18.16	14.82	4.62	15.33	0.27	-9999	0	-9999	-9999
9	2	8.19	17.11	19.24	15.43	5.27	15.58	0	-9999	0	-9999	-9999
9	3	14.88	14.68	17.13	10.18	3.88	15.55	5.62	-9999	0	-9999	-9999
9	4	14.05	12.14	15.42	9.65	4.37	14.49	0.55	-9999	0	-9999	-9999
9	5	5.32	12.4	14.2	9.04	2.19	13.74	0.96	-9999	0	-9999	-9999
9	6	6.03	16.16	18.67	14.1	1.96	14.83	0.14	-9999	0	-9999	-9999
9	7	8.92	15.95	18.57	13.46	3.77	15.31	0.14	-9999	0	-9999	-9999
9	8	8.97	15.53	19.39	12.38	3.13	14.95	0	-9999	0	-9999	-9999
9	9	8.9	14.67	16.76	12.5	4.21	15.11	0	-9999	0	-9999	-9999
9	10	8.08	14.34	16.8	12.27	3.57	14.68	2.19	-9999	0	-9999	-9999
9	11	11.23	14.11	17.22	12.09	3.86	14.65	0.27	-9999	0	-9999	-9999
9	12	15.8	14.56	17.98	11.29	4.74	14.23	0	-9999	0	-9999	-9999
9	13	12.8	14.24	17.72	10.82	3.59	14.52	0	-9999	0	-9999	-9999
9	14	13.84	13.51	13.37	8.77	4.03	14.11	0.78	-9999	0	-9999	-9999
9	15	13.77	13.51	17.0358	10.985	4.02	14.11	-9999	-9999	0	-9999	-9999
9	16	15.79	11.33	17.1297	10.8965	3.32	13.75	-9999	-9999	0	-9999	-9999
9	17	14.38	10.01	17.2118	10.8265	3.43	13.23	-9999	-9999	0	-9999	-9999
9	18	14.43	10.02	14.01	9.19	3.45	13.23	-9999	-9999	0	-9999	-9999
9	19	11.41	10.66	15.07	6.74	3.59	12.92	0.14	-9999	0	-9999	-9999
9	20	7.49	14.34	17.24	11.7	4.91	13.6	0	-9999	0	-9999	-9999
9	21	13.41	16.27	19.09	14.09	6.46	14.33	0	-9999	0	-9999	-9999
9	22	12.29	15.38	19.78	9.98	4.55	14.05	0	-9999	0	-9999	-9999
9	23	12.39	16.3	20.61	11.23	4.91	14.22	0	-9999	0	-9999	-9999
9	24	5.68	14.41	17.91	11.52	3.29	14.43	2.06	-9999	0	-9999	-9999
9	25	13.13	11.92	15.27	9.36	3.4	13.7	1.92	-9999	0	-9999	-9999
9	26	7.32	10.06	11.89	8.37	1.45	13.18	2.88	-9999	0	-9999	-9999
9	27	9.9	11.22	14.99	7.51	2.71	12.9	0	-9999	0	-9999	-9999
9	28	4.93	12.56	14.53	10.73	1.76	13.34	9.73	-9999	0	-9999	-9999
9	29	3.2	12.36	13.67	11.75	0.65	13.46	3.15	-9999	0	-9999	-9999
9	30	13.15	12.63	16	9.36	3.67	13.47	0	-9999	0	-9999	-9999
10	1	1.98	10.82	11.72	9.51	0.77	13.18	10.41	-9999	0	-9999	-9999
10	2	2.8	12.15	13.23	11.29	0.6	13.39	0	-9999	0	-9999	-9999
10	3	3.03	13.45	15.64	12.05	0.63	13.73	0.82	-9999	0	-9999	-9999
10	4	6.55	13.99	16.34	11.95	1.93	14.17	0	-9999	0	-9999	-9999
10	5	8.9	12.7	15.78	10.23	3.62	13.28	0	-9999	0	-9999	-9999
10	6	13.47	11.42	16.64	7.43	3.04	13.03	0	-9999	0	-9999	-9999
10	7	13.08	10.72	17.38	5.04	2.45	12.76	0	-9999	0	-9999	-9999
10	8	5.49	10.56	14.01	7.41	1.47	12.68	0	-9999	0	-9999	-9999
10	9	5.71	11.44	14.61	9.5	1.64	12.73	6.58	-9999	0	-9999	-9999
10	10	3.62	12.3	14.46	10.89	0.94	13.13	2.19	-9999	0	-9999	-9999
10	11	4.64	10.34	12.97	7.73	0.53	12.91	0	-9999	0	-9999	-9999
10	12	5.44	11.92	16.83	8.06	1.35	12.8	0	-9999	0	-9999	-9999
10	13	10.3	12.03	15.45	10.1	3.14	12.97	0	-9999	0	-9999	-9999
10	14	11.99	11.5	17.06	6.91	4.21	12.44	0	-9999	0	-9999	-9999
10	15	8.86	11.69	17.57	6.92	2.49	12.31	0	-9999	0	-9999	-9999
10	16	7.83	13.45	17.59	10.46	3.62	12.79	0	-9999	0	-9999	-9999
10	17	2.28	12.31	14.94	8.81	2.29	12.94	8.36	-9999	0	-9999	-9999
10	18	8.92	9.57	13.02	7.08	3.24	12.19	0.14	-9999	0	-9999	-9999
10	19	4.98	9.2	11.44	7.14	3.44	11.86	0	-9999	0	-9999	-9999
10	20	10.75	7.01	9.96	3.16	3.46	11.19	0	-9999	0	-9999	-9999
10	21	6.33	8.47	11.86	4.73	3.35	10.55	0.14	-9999	0	-9999	-9999
10	22	10.24	6.23	9.38	2.85	1.98	10.91	0	-9999	0	-9999	-9999
10	23	10.27	3.36	7.96	-1.17	1.78	9.72	0	-9999	0	-9999	-9999
10	24	2.21	5.79	8.76	2.2	1.7	9.68	0	-9999	0	-9999	-9999
10	25	2.58	7.16	8.61	6.13	1.55	10.29	0	-9999	0	-9999	-9999
10	26	2.88	8.07	9.43	6.95	2.17	10.63	0	-9999	0	-9999	-9999
10	27	2.39	8.64	9.52	7.81	2.7	10.8	0	-9999	0	-9999	-9999
10	28	4.89	9.55	11.37	8.01	2.82	11.05	0.82	-9999	0	-9999	-9999
10	29	1.21	8.73	9.73	7.81	0.59	10.91	10.82	-9999	0	-9999	-9999
10	30	5.95	8.83	12.06	7.42	2.02	10.85	0.27	-9999	0	-9999	-9999
10	31	6.84	9.53	13.57	5.28	2.59	10.25	0.14	-9999	0	-9999	-9999
11	1	1.58	11.29	12.25	10.44	1.84	11.16	0	-9999	0	-9999	-9999
11	2	1.7	11.71	13.01	10.53	0.88	11.63	0.14	-9999	0	-9999	-9999
11	3	2.28	12.06	13.23	9.88	0.79	12.1	0.41	-9999	0	-9999	-9999
11	4	3.44	9.76	11.72	8.4	2.12	11.53	0	-9999	0	-9999	-9999
