daily output file at cell level

Daily summary output from 3D-CMCC version 'f', time 'd', spatial 'u'


Cell 0, 0, Lat = 51.18, Long  = 4.31


Daily GPP = daily total gross primary production (gC/m2/day)
Daily NPP = daily total net primary production (tDM/m2/day)
Daily ET = daily canopy transpiration(mm/day)
Daily LAI = daily Leaf Area Index (m^2/m^2)
Daily F_SW = Daily Soil water modifier
Daily F_PSI = Daily Soil water modifier-BIOME
Daily F_T = Daily temperature modifier
Daily F_PSI = Daily VPD modifier



-YEAR      MONTH        DAY        GPP        NPP         ET        LAI       F_SW      F_PSI        F_T      F_VPD
-2001          2         21          0          0          0          0   0.993648          1    0.422581    0.983635
-2001          2         22          0          0          0          0   0.993785          1    0.393793    0.952657
-2001          2         23          0          0          0          0    0.99442          1    0.268001    0.965123
-2001          2         24          0          0          0          0   0.994368          1           0    0.997005
-2001          2         25          0          0          0          0   0.994295          1   0.0772616    0.988566
-2001          2         26          0          0          0          0   0.994645          1    0.133718    0.960309
-2001          2         27          0          0          0          0   0.994603          1    0.178643    0.947906
-2001          2         28          0          0          0          0   0.995054          1    0.336092    0.926353
-2001          3          1          0          0          0          0    0.99529          1    0.233754    0.968991
-2001          3          2          0          0          0          0   0.995276          1    0.127021    0.987084
-2001          3          3          0          0          0          0   0.995251          1           0    0.997005
-2001          3          4          0          0          0          0   0.995408          1    0.116545    0.987084
-2001          3          5          0          0          0          0   0.995422          1    0.178581    0.923116
-2001          3          6          0          0          0          0   0.995399          1    0.423559     0.88692
-2001          3          7          0          0          0          0   0.996354          1    0.686942    0.908918
-2001          3          8          0          0          0          0   0.997183          1    0.586998    0.984127
-2001          3          9          0          0          0          0   0.997388          1    0.594778    0.944122
-2001          3         10          0          0          0          0   0.997816          1    0.643334    0.955997
-2001          3         11          0          0          0          0   0.998348          1    0.713101    0.951229
-2001          3         12          0          0          0          0   0.998643          1    0.604112    0.862431
-2001          3         13          0          0          0          0   0.999295          1    0.378317    0.963194
-2001          3         14          0          0          0          0   0.999475          1    0.458894    0.916219
-2001          3         15          0          0          0          0    0.99956          1    0.563917    0.918053
-2001          3         16          0          0          0          0   0.999551          1    0.537645    0.948854
-2001          3         17          0          0          0          0   0.999544          1    0.448908    0.934728
-2001          3         18          0          0          0          0   0.999908          1    0.321749    0.997503
-2001          3         19          0          0          0          0   0.999924          1    0.244194    0.926816
-2001          3         20          0          0          0          0   0.999922          1    0.206306    0.882497
-2001          3         21          0          0          0          0   0.999967          1    0.348282    0.968507
-2001          3         22          0          0          0          0   0.999975          1    0.336292    0.983635
-2001          3         23          0          0          0          0   0.999997          1    0.605034    0.967539
-2001          3         24          0          0          0          0   0.999999          1    0.546333    0.979219
-2001          3         25          0          0          0          0   0.999999          1    0.204204    0.982652
-2001          3         26          0          0          0          0   0.999999          1    0.249932    0.919891
-2001          3         27          0          0          0          0   0.999999          1    0.376782    0.898077
-2001          3         28          0          0          0          0          1          1    0.540323    0.934728
-2001          3         29          0          0          0          0          1          1    0.470473    0.960309
-2001          3         30          0          0          0          0          1          1    0.506326    0.923578
-2001          3         31          0          0          0          0          1          1    0.623231     0.86459
-2001          4          1          0          0          0          0          1          1    0.784713    0.832352
-2001          4          2          0          0          0          0          1          1    0.916395    0.645003
-2001          4          3          0          0          0          0          1          1    0.756421    0.788203
-2001          4          4          0          0          0          0          1          1    0.579695    0.883822
-2001          4          5          0          0          0          0          1          1    0.518182    0.904837
-2001          4          6          0          0          0          0          1          1    0.678765    0.898077
-2001          4          7          0          0          0          0          1          1    0.596399    0.857701
-2001          4          8          0          0          0          0          1          1    0.490658    0.907102
-2001          4          9          0          0          0          0          1          1    0.572271    0.951705
-2001          4         10          0          0          0          0          1          1    0.570639    0.947906
-2001          4         11          0          0          0          0          1          1     0.56134    0.911193
-2001          4         12          0          0          0          0          1          1    0.415063    0.902127
-2001          4         13          0          0          0          0          1          1    0.317165    0.865022
-2001          4         14          0          0          0          0          1          1    0.291741    0.904385
-2001          4         15          0          0          0          0          1          1     0.50684    0.952181
-2001          4         16          0          0          0          0          1          1    0.441677    0.950754
-2001          4         17          0          0          0          0          1          1    0.414353    0.890921
-2001          4         18          0          0          0          0          1          1    0.386448    0.907556
-2001          4         19          0          0          0          0          1          1    0.281626    0.956476
-2001          4         20          0          0          0          0          1          1    0.324367    0.957911
-2001          4         21          0          0          0          0          1          1    0.456397    0.887808
-2001          4         22          0          0          0          0          1          1    0.523664    0.834018
-2001          4         23          0          0          0          0          1          1    0.615518    0.771437
-2001          4         24          0          0          0          0          1          1    0.671237    0.832352
-2001          4         25          0          0          0          0          1          1    0.700439    0.877218
-2001          4         26          0          0          0          0          1          1    0.684319    0.839037
-2001          4         27          0          0          0          0          1          1    0.611605    0.938005
-2001          4         28          0          0          0          0          1          1    0.694137    0.836106
-2001          4         29          0          0          0          0          1          1    0.758988     0.77608
-2001          4         30          0          0          0          0          1          1    0.765158    0.884706
-2001          5          1          0          0          0          0          1          1    0.697754    0.909828
-2001          5          2          0          0          0          0          1          1     0.85513     0.76529
-2001          5          3          0          0          0          0          1          1    0.821779    0.875903
-2001          5          4          0          0          0          0          1          1    0.509351    0.945067
-2001          5          5          0          0          0          0          1          1    0.555478    0.848742
-2001          5          6          0          0          0          0          1          1    0.668919     0.81955
-2001          5          7          0          0          0          0          1          1    0.744585    0.785842
-2001          5          8          0          0          0          0          1          1     0.71331    0.828615
-2001          5          9          0          0          0          0          1          1     0.94049    0.720363
-2001          5         10          0          0          0          0          1          1    0.985099    0.559339
-2001          5         11          0          0          0          0          1          1    0.985953    0.546347
-2001          5         12          0          0          0          0          1          1    0.972413    0.601999
-2001          5         13          0          0          0          0          1          1    0.980045    0.575797
-2001          5         14          0          0          0          0          1          1    0.803647    0.917136
-2001          5         15          0          0          0          0          1          1    0.827284    0.843665
-2001          5         16          0          0          0          0          1          1    0.809424    0.863726
-2001          5         17          0          0          0          0          1          1     0.72662     0.85257
-2001          5         18          0          0          0          0          1          1    0.629548    0.967539
-2001          5         19          0          0          0          0          1          1    0.723883    0.853423
-2001          5         20          0          0          0          0          1          1    0.754985    0.824482
-2001          5         21          0          0          0          0          1          1    0.794891    0.810584
-2001          5         22          0          0          0          0          1          1    0.844958    0.755406
-2001          5         23          0          0          0          0          1          1    0.933302    0.664646
-2001          5         24          0          0          0          0          1          1    0.940335    0.712126
-2001          5         25          0          0          0          0          1          1    0.921703    0.696282
-2001          5         26          0          0          0          0          1          1    0.944352    0.714623
-2001          5         27          0          0          0          0          1          1    0.888118    0.831936
-2001          5         28          0          0          0          0          1          1    0.965871    0.745277
-2001          5         29          0          0          0          0          1          1    0.897559    0.737492
-2001          5         30          0          0          0          0          1          1    0.929949    0.715338
-2001          5         31          0          0          0          0          1          1    0.766609     0.81302
-2001          6          1          0          0          0          0          1          1    0.724336    0.867621
-2001          6          2          0          0          0          0          1          1    0.652903    0.980199
-2001          6          3          0          0          0          0          1          1    0.574241    0.909373
-2001          6          4          0          0          0          0          1          1    0.715524    0.838618
-2001          6          5          0          0          0          0          1          1    0.886373     0.70822
-2001          6          6          0          0          0          0          1          1    0.855769    0.797319
-2001          6          7    2.91747  0.0176352    1.24653    3.21492          1          1    0.734647     0.85385
-2001          6          8    7.63942   0.046178    3.37111    3.21492          1          1    0.732165    0.826133
-2001          6          9    6.36079   0.038449    2.86195    3.21492          1          1     0.75248    0.782705
-2001          6         10    6.69534  0.0404713     2.8826    3.21492          1          1    0.750421    0.826133
-2001          6         11     9.2939  0.0561788    4.02195    3.21492          1          1    0.736269    0.839457
-2001          6         12    7.12692    0.04308    2.95572    3.21492          1          1    0.779032    0.826133
-2001          6         13    6.96817  0.0421204    2.71284    3.21492          1          1     0.84295    0.811395
-2001          6         14    9.43619  0.0570389    3.88141    3.21492          1          1    0.906798    0.699073
-2001          6         15    7.28048  0.0440083    2.93761    3.21492   0.999999          1    0.924406    0.699073
-2001          6         16    7.00835  0.0423633    2.53777    3.21492          1          1    0.846678    0.877218
-2001          6         17    4.45349    0.02692    1.59343    3.21492          1          1    0.780335     0.97531
-2001          6         18    2.88598  0.0174449    1.20588    3.21492          1          1    0.696856    0.930066
-2001          6         19    9.57083  0.0578527    4.08436    3.21492          1          1    0.824721    0.748264
-2001          6         20    9.43333  0.0570216    3.84307    3.21492          1          1    0.934396    0.682495
-2001          6         21    8.79169  0.0531431    3.67341    3.21492          1          1    0.811719    0.781141
-2001          6         22    6.01521  0.0363601    2.46138    3.21492          1          1    0.782031     0.83527
-2001          6         23    8.71466  0.0526775    3.42301    3.21492          1          1    0.888362    0.755784
-2001          6         24    7.20799  0.0435701    3.02557    3.21492   0.999999          1    0.983064    0.620022
-2001          6         25    9.72697  0.0587966    4.27308    3.21492   0.999999          1     0.98564    0.585084
-2001          6         26     8.6703  0.0524093    4.04139    3.21492   0.999997          1    0.998367    0.535797
-2001          6         27    4.41596  0.0266931    1.55511    3.21492   0.999994          1    0.961772    0.782313
-2001          6         28    8.74132  0.0528386    3.15688    3.21492   0.999992          1    0.931839    0.788203
-2001          6         29    7.61599  0.0460363    2.73398    3.21492   0.999987          1    0.966181    0.761093
-2001          6         30    7.96721  0.0481594    2.98072    3.21492   0.999984          1    0.955345    0.734915
-2001          7          1    10.3985   0.062856     3.8598    3.21492   0.999976          1    0.932815    0.762617
-2001          7          2    4.95211   0.029934    1.75172    3.21492   0.999962          1    0.945162    0.794136
-2001          7          3    10.5997  0.0640721    4.30172    3.21492   0.999953          1    0.994109    0.636991
-2001          7          4    8.56228  0.0517564    4.19271    3.21492   0.999927          1    0.999555    0.503335
-2001          7          5    7.14211  0.0431719    3.55304    3.21492   0.999894          1    0.984659    0.502832
-2001          7          6    7.11996   0.043038    2.53413    3.21492   0.999863          1    0.999478    0.738968
-2001          7          7     6.6734  0.0403387    2.10869    3.21492   0.999983          1    0.953364    0.894939
-2001          7          8    1.20397 0.00727765   0.400622    3.21492   0.999984          1    0.850241    0.960309
-2001          7          9    4.75211   0.028725    1.73389    3.21492   0.999982          1    0.887369     0.82407
-2001          7         10    6.09891   0.036866    2.09131    3.21492   0.999991          1    0.926322      0.8424
-2001          7         11    7.18264  0.0434169    2.89229    3.21492   0.999986          1    0.867278    0.755028
-2001          7         12    5.70904  0.0345094    2.20163    3.21492   0.999988          1    0.828704    0.836524
-2001          7         13    7.51703  0.0454382    2.99172    3.21492   0.999983          1    0.861776    0.771052
-2001          7         14    2.66984  0.0161384   0.996531    3.21492   0.999991          1    0.767072    0.947906
-2001          7         15    6.50296  0.0393084    2.47252    3.21492   0.999988          1    0.823114    0.856843
-2001          7         16    7.51398  0.0454197    3.06034    3.21492   0.999983          1     0.87756    0.734915
-2001          7         17    8.83913  0.0534299     3.4385    3.21492    0.99999          1    0.918797    0.734915
-2001          7         18    4.87225  0.0294512    1.68649    3.21492   0.999999          1    0.814885    0.964158
-2001          7         19    5.56482  0.0336376    1.94011    3.21492          1          1    0.824618     0.94365
-2001          7         20    4.76606  0.0288094    1.76478    3.21492          1          1    0.807494    0.902578
-2001          7         21    3.16156  0.0191106    1.08736    3.21492          1          1    0.838034    0.940823
-2001          7         22    8.53634  0.0515996    2.85971    3.21492          1          1    0.966942    0.823658
-2001          7         23    6.85061  0.0414099    2.16054    3.21492          1          1    0.945173    0.905743
-2001          7         24    11.0292  0.0666683    3.93891    3.21492          1          1    0.973286    0.759192
-2001          7         25    10.2375  0.0618826     3.7065    3.21492   0.999999          1    0.984681    0.737123
-2001          7         26    8.67897  0.0524618    3.48607    3.21492   0.999998          1    0.998956    0.641145
-2001          7         27    8.49526  0.0513512    3.07401    3.21492   0.999997          1    0.999651    0.724698
-2001          7         28    10.5078  0.0635163    3.66458    3.21492   0.999995          1     0.98729     0.76759
-2001          7         29    9.39833    0.05681    3.59597    3.21492   0.999991          1    0.990693    0.685916
-2001          7         30    8.15921    0.04932    3.20647    3.21492   0.999985          1    0.999798    0.657375
-2001          7         31    8.68222  0.0524814    3.07799    3.21492   0.999977          1    0.964548    0.773755
-2001          8          1    8.66084  0.0523521    3.28614    3.21492   0.999966          1     0.92242    0.753143
-2001          8          2    6.73118  0.0406879    2.43203    3.21492   0.999973          1     0.97952    0.743416
-2001          8          3    5.96409  0.0360511     1.9972    3.21492    0.99999          1    0.945226    0.845777
-2001          8          4    6.46159  0.0390583    2.40513    3.21492   0.999988          1    0.890122    0.802519
-2001          8          5    7.40747  0.0447759    2.67428    3.21492   0.999987          1    0.877157    0.845354
-2001          8          6    4.16901  0.0252004     1.4137    3.21492   0.999981          1    0.904468    0.876779
-2001          8          7    3.79118  0.0229165    1.26403    3.21492   0.999999          1    0.891232    0.908918
-2001          8          8    7.34206  0.0443805    2.65755    3.21492   0.999999          1    0.887945    0.831104
-2001          8          9    5.36857  0.0324514    1.86318    3.21492   0.999999          1       0.848    0.918972
-2001          8         10    6.04619  0.0365474    2.23376    3.21492          1          1    0.817206    0.892704
-2001          8         11    8.20453  0.0495939    3.11101    3.21492          1          1    0.889436    0.786235
-2001          8         12    3.85162  0.0232819    1.53201    3.21492   0.999999          1    0.931733    0.704336
-2001          8         13    4.47661  0.0270598    1.52605    3.21492   0.999999          1    0.966831    0.807348
-2001          8         14    8.05915  0.0487151    3.30435    3.21492   0.999999          1    0.999732    0.625002
-2001          8         15     6.6542  0.0402226    2.85974    3.21492   0.999997          1    0.983199    0.602601
-2001          8         16    5.53161  0.0334369    2.02239    3.21492   0.999995          1    0.972991    0.738968
-2001          8         17    7.78753  0.0470733     2.8193    3.21492   0.999994          1     0.94372    0.774529
-2001          8         18    8.50421  0.0514054    2.97077    3.21492   0.999991          1    0.986918    0.766439
-2001          8         19    6.59023  0.0398359    2.23844    3.21492          1          1     0.94706    0.830274
-2001          8         20    5.57113  0.0336758     1.8857    3.21492   0.999999          1    0.932305    0.848742
-2001          8         21    8.20155  0.0495759    2.79191    3.21492   0.999998          1    0.978381    0.797718
-2001          8         22    8.13416  0.0491685    2.94586    3.21492   0.999997          1    0.995391    0.727603
-2001          8         23    6.03662  0.0364895    2.37491    3.21492   0.999995          1    0.999958     0.65639
-2001          8         24    6.02826   0.036439    2.75636    3.21492   0.999993          1    0.987907    0.555715
-2001          8         25    5.68124  0.0343414     2.9224    3.21492   0.999989          1    0.966111    0.493862
-2001          8         26    5.35308  0.0323578    2.21858    3.21492   0.999986          1    0.986127    0.627194
-2001          8         27     7.7259  0.0467007    2.81854    3.21492   0.999984          1    0.896072    0.815055
-2001          8         28    7.48533  0.0452465    2.89248    3.21492   0.999977          1    0.876933    0.781922
-2001          8         29    7.66654  0.0463419    2.90987    3.21492   0.999967          1    0.892026    0.782705
-2001          8         30    2.39116  0.0144538   0.852545    3.21492   0.999969          1    0.803394    0.947432
-2001          8         31    5.00473   0.030252     1.7771    3.21492   0.999984          1    0.815766    0.935663
-2001          9          1    6.48909  0.0392246    2.43151    3.21492   0.999982          1    0.854762    0.834435
-2001          9          2    1.72341  0.0104175   0.580096    3.21492   0.999977          1    0.818677    0.989555
-2001          9          3    2.61554  0.0158101   0.901232    3.21492   0.999995          1    0.833902    0.944122
-2001          9          4    4.84837  0.0293069    1.80007    3.21492          1          1    0.761779     0.96127
-2001          9          5    3.66525  0.0221553    1.47673    3.21492          1          1    0.771667    0.863294
-2001          9          6    5.36818   0.032449    1.84119    3.21492          1          1     0.85242     0.92589
-2001          9          7    2.51007  0.0151726   0.931048    3.21492          1          1    0.826099    0.877657
-2001          9          8    4.26781  0.0257976    1.70849    3.21492          1          1    0.800751    0.833601
-2001          9          9    2.14077  0.0129403   0.946935    3.21492          1          1    0.642174    0.956476
-2001          9         10    4.80577  0.0290494    1.98682    3.21492          1          1    0.714397    0.915303
-2001          9         11    3.34853  0.0202409    1.32019    3.21492          1          1    0.729511    0.943178
-2001          9         12    2.53918  0.0153486   0.928784    3.21492          1          1    0.822057     0.89673
-2001          9         13    3.87361  0.0234148    1.50361    3.21492          1          1    0.770632    0.902127
-2001          9         14    4.69771  0.0283962    1.83159    3.21492          1          1    0.735763    0.946012
-2001          9         15     3.2821  0.0198393    1.31748    3.21492          1          1    0.714606    0.946012
-2001          9         16    3.29165   0.019897    1.45483    3.21492          1          1    0.622813     0.99104
-2001          9         17    4.15893  0.0251395    1.71758    3.21492          1          1    0.685144    0.960789
-2001          9         18    3.67905  0.0222387    1.53358    3.21492          1          1     0.69031    0.942707
-2001          9         19   0.476632 0.00288109    0.20328    3.21492          1          1    0.646286    0.988566
-2001          9         20     4.1115  0.0248528    1.53693    3.21492          1          1    0.769095     0.94365
-2001          9         21    5.18965  0.0313699    1.98766    3.21492          1          1    0.768768    0.918512
-2001          9         22    4.50042  0.0272037    1.81121    3.21492          1          1    0.731288    0.918972
-2001          9         23    2.53532  0.0153253   0.995713    3.21492          1          1    0.716275    0.967055
-2001          9         24    4.26428  0.0257763    1.62028    3.21492          1          1    0.758323    0.941294
-2001          9         25     4.1418  0.0250359    1.63687    3.21492          1          1     0.71565     0.96127
-2001          9         26    3.67503  0.0222145     1.4005    3.21492          1          1    0.743142    0.959829
-2001          9         27    2.58272  0.0156117   0.867167    3.21492          1          1    0.838552    0.966088
-2001          9         28    5.74871  0.0347492    2.01368    3.21492          1          1    0.872204    0.880734
-2001          9         29    3.07867  0.0186097    1.08434    3.21492          1          1     0.79977    0.965605
-2001          9         30     4.9206  0.0297435    1.68402    3.21492          1          1    0.858057    0.921272
-2001         10          1   0.953539 0.00576385   0.321788    3.21492          1          1    0.864445    0.927743
-2001         10          2    1.58391 0.00957425   0.507607    3.14593          1          1    0.916102    0.921272
-2001         10          3    3.87817  0.0234424    1.42095    3.07694          1          1    0.828534    0.892704
-2001         10          4     4.6523  0.0281218    1.76467    3.00795          1          1    0.802509    0.895834
-2001         10          5    5.12156  0.0309583     1.9412    2.93896          1          1    0.823252    0.876779
-2001         10          6     3.0315  0.0183245    1.05895    2.86997          1          1    0.851647     0.93286
-2001         10          7    3.65246   0.022078    1.37688    2.80098          1          1    0.841346    0.873279
-2001         10          8    3.06748   0.018542    1.25899    2.73199          1          1    0.810813    0.832352
-2001         10          9    2.26523  0.0136927   0.922849      2.663          1          1    0.781504    0.883822
-2001         10         10    3.61887   0.021875    1.47856    2.59401          1          1    0.788332    0.879853
-2001         10         11    2.86464  0.0173159    1.12559    2.52502          1          1    0.832668     0.87197
-2001         10         12    4.21827  0.0254982    1.60747    2.45603          1          1    0.865485    0.872406
-2001         10         13    3.60829   0.021811    1.29886    2.38704          1          1     0.94164    0.853423
-2001         10         14    2.16106  0.0130629   0.782908    2.31805          1          1     0.87635    0.932394
-2001         10         15    3.22841  0.0195148    1.22941    2.24906          1          1    0.920387    0.838618
-2001         10         16    3.48664  0.0210757    1.52037    2.18007          1          1    0.810973    0.839877
-2001         10         17    2.84963  0.0172251    1.14479    2.11108          1          1    0.819586     0.92728
-2001         10         18    2.01025  0.0121514   0.779607    2.04209          1          1    0.838769    0.954087
-2001         10         19     2.1703  0.0131188   0.842068     1.9731          1          1    0.849252     0.95361
-2001         10         20    1.84229  0.0111361   0.763512    1.90411          1          1    0.891061    0.842822
-2001         10         21    1.37363 0.00830319   0.604388    1.83512          1          1    0.794909    0.916219
-2001         10         22    2.08708  0.0126158   0.978462    1.76614          1          1    0.759379    0.912561
-2001         10         23   0.494786 0.00299083   0.233446    1.69715          1          1    0.711068           1
-2001         10         24   0.789504 0.00477231   0.399175    1.62816          1          1     0.67953    0.991536
-2001         10         25    1.65925  0.0100296   0.782443    1.55917          1          1    0.762071     0.95839
-2001         10         26    1.73206  0.0104698   0.872551    1.49018          1          1    0.736695    0.941765
-2001         10         27    1.09655  0.0066283   0.542515    1.42119          1          1    0.748435    0.968022
-2001         10         28   0.593905 0.00358997   0.329168     1.3522          1          1    0.668852    0.992528
-2001         10         29     1.3304 0.00804184    0.74884    1.28321          1          1    0.699417    0.945067
-2001         10         30    1.77234  0.0107132   0.931163    1.21422          1          1    0.847609     0.82572
-2001         10         31   0.920585 0.00556466   0.534134    1.14523          1          1    0.751154    0.878535
-2001         11          1    1.31112 0.00792532   0.929556    1.07624          1          1     0.61036    0.919431
-2001         11          2    1.15214 0.00696433   0.801292    1.00725          1          1    0.634586    0.930066
-2001         11          3   0.580729 0.00351033   0.423448   0.938259          1          1    0.617995    0.942236
-2001         11          4   0.706739 0.00427202   0.532078    0.86927          1          1    0.617271    0.944594
-2001         11          5   0.751127 0.00454033   0.644632    0.80028          1          1    0.588342    0.878974
-2001         11          6   0.225351 0.00136218   0.188941    0.73129          1          1    0.600962    0.932394
-2001         11          7   0.323857 0.00195762   0.273747   0.662301          1          1    0.605837    0.968991
-2001         11          8   0.212551  0.0012848   0.242962   0.593311          1          1    0.471736     0.95839
-2001         11          9   0.404423 0.00244462   0.710032   0.524321          1          1    0.322814    0.956954
-2001         11         10   0.270477 0.00163495   0.671293   0.455332          1          1    0.243176    0.940353
-2001         11         11   0.120273 0.000727011   0.222327   0.386342          1          1    0.341456    0.963676
-2001         11         12    0.08469 0.000511926  0.0995336   0.317352          1          1    0.562568           1
-2001         11         13   0.175488 0.00106077   0.290222   0.248363          1          1    0.436702    0.969476
-2001         11         14   0.180188 0.00108918   0.402814   0.179373          1          1      0.3533    0.949329
-2001         11         15  0.0765462 0.000462699   0.328913   0.110383          1          1    0.199536    0.977262
-2001         11         16          0          0          0          0          1          1    0.438909    0.997503
-2001         11         17          0          0          0          0          1          1    0.453816    0.980689
-2001         11         18          0          0          0          0          1          1    0.396888    0.992032
-2001         11         19          0          0          0          0          1          1    0.426543    0.980689
-2001         11         20          0          0          0          0          1          1    0.473261    0.982161
-2001         11         21          0          0          0          0          1          1    0.513136    0.910738
-2001         11         22          0          0          0          0          1          1    0.497288    0.974335
-2001         11         23          0          0          0          0          1          1    0.344873    0.976286
-2001         11         24          0          0          0          0          1          1    0.496021    0.998501
-2001         11         25          0          0          0          0          1          1    0.636786    0.994515
-2001         11         26          0          0          0          0          1          1    0.507917    0.984127
-2001         11         27          0          0          0          0          1          1    0.362674    0.984127
-2001         11         28          0          0          0          0          1          1    0.458151     0.96996
-2001         11         29          0          0          0          0          1          1    0.577104    0.992528
-2001         11         30          0          0          0          0          1          1    0.740349           1
-2001         12          1          0          0          0          0          1          1    0.745904     0.96464
-2001         12          2          0          0          0          0          1          1    0.454934    0.992528
-2001         12          3          0          0          0          0          1          1    0.600511    0.988566
-2001         12          4          0          0          0          0          1          1    0.567099    0.929136
-2001         12          5          0          0          0          0          1          1    0.578557     0.93426
-2001         12          6          0          0          0          0          1          1    0.532625    0.909373
-2001         12          7          0          0          0          0          1          1    0.337263     0.97531
-2001         12          8          0          0          0          0          1          1    0.133216    0.989555
-2001         12          9          0          0          0          0          1          1   0.0721525    0.985605
-2001         12         10          0          0          0          0          1          1    0.133812    0.960789
-2001         12         11          0          0          0          0          1          1    0.296736    0.993521
-2001         12         12          0          0          0          0          1          1    0.265899     0.99551
-2001         12         13          0          0          0          0          1          1    0.197245    0.948854
-2001         12         14          0          0          0          0          1          1           0    0.996506
-2001         12         15          0          0          0          0          1          1           0           1
-2001         12         16          0          0          0          0          1          1   0.0655831    0.979219
-2001         12         17          0          0          0          0          1          1   0.0241935           1
-2001         12         18          0          0          0          0          1          1    0.250798       0.999
-2001         12         19          0          0          0          0          1          1     0.32523     0.96996
-2001         12         20          0          0          0          0          1          1    0.214482    0.937536
-2001         12         21          0          0          0          0          1          1    0.289839    0.977262
-2001         12         22          0          0          0          0          1          1    0.149494    0.987084
-2001         12         23          0          0          0          0          1          1           0           1
-2001         12         24          0          0          0          0          1          1    0.304945    0.993024
-2001         12         25          0          0          0          0          1          1    0.413342    0.962232
-2001         12         26          0          0          0          0          1          1    0.141399    0.985605
-2001         12         27          0          0          0          0          1          1    0.280774    0.994018
