daily output file at cell level

Daily summary output from 3D-CMCC version 'f', time 'd', spatial 'u'


Cell 0, 0, Lat = 51.18, Long  = 4.31


Daily GPP = daily total gross primary production (gC/m2/day)
Daily NPP = daily total net primary production (tDM/m2/day)
Daily ET = daily canopy transpiration(mm/day)
Daily LAI = daily Leaf Area Index (m^2/m^2)
Daily F_SW = Daily Soil water modifier
Daily F_PSI = Daily Soil water modifier-BIOME
Daily F_T = Daily temperature modifier
Daily F_PSI = Daily VPD modifier



-YEAR    MONTH      DAY   GPP(1)   GPP(0) GPP(tot)   NPP(1)   NPP(0) NPP(tot)    ET(1)    ET(0)  ET(tot)   LAI(1)   LAI(0)    CC(1)    CC(0) DEADTREE(1) DEADTREE(0) DEADTREE(tot)
-2010        9        8      2.2    0.151     2.35   0.0211  0.00145   0.0226     0.19   0.0699     0.26     2.09     1.16     52.3     8.14        0        0        0
-2010        9        9     2.54    0.175     2.72   0.0244  0.00168   0.0261    0.223   0.0817    0.305     2.09     1.16     52.3     8.14        0        0        0
-2010        9       10     1.55    0.106     1.66   0.0149  0.00102   0.0159    0.134   0.0489    0.183     2.09     1.16     52.3     8.14        0        0        0
-2010        9       11        3    0.206     3.21   0.0288  0.00198   0.0308    0.303     0.11    0.413     2.09     1.16     52.3     8.14        0        0        0
-2010        9       12     2.05    0.141     2.19   0.0197  0.00135    0.021    0.177   0.0649    0.242     2.09     1.16     52.3     8.14        0        0        0
-2010        9       13     3.08    0.211     3.29   0.0295  0.00203   0.0316    0.269   0.0978    0.367     2.09     1.16     52.3     8.14        0        0        0
-2010        9       14    0.946   0.0649     1.01  0.00908 0.000623   0.0097   0.0827   0.0303    0.113     2.09     1.16     52.3     8.14        0        0        0
-2010        9       15      2.7    0.185     2.88   0.0259  0.00178   0.0277    0.233    0.085    0.318     2.09     1.16     52.3     8.14        0        0        0
-2010        9       16      2.3    0.158     2.46   0.0221  0.00152   0.0236    0.198   0.0723     0.27     2.09     1.16     52.3     8.14        0        0        0
-2010        9       17     3.06     0.21     3.27   0.0294  0.00202   0.0314    0.268   0.0979    0.366     2.09     1.16     52.3     8.14        0        0        0
-2010        9       18     2.74    0.188     2.93   0.0263   0.0018   0.0281     0.24   0.0877    0.328     2.09     1.16     52.3     8.14        0        0        0
-2010        9       19     2.27    0.156     2.43   0.0218   0.0015   0.0233    0.196   0.0716    0.268     2.09     1.16     52.3     8.14        0        0        0
-2010        9       20      1.9     0.13     2.03   0.0182  0.00125   0.0195    0.167   0.0606    0.227     2.09     1.16     52.3     8.14        0        0        0
-2010        9       21     2.71    0.186      2.9   0.0261  0.00179   0.0278    0.242   0.0884     0.33     2.09     1.16     52.3     8.14        0        0        0
-2010        9       22     2.92      0.2     3.12    0.028  0.00192   0.0299    0.282    0.102    0.385     2.09     1.16     52.3     8.14        0        0        0
-2010        9       23     1.79    0.123     1.92   0.0172  0.00118   0.0184     0.16   0.0583    0.218     2.09     1.16     52.3     8.14        0        0        0
-2010        9       24     1.98    0.136     2.11    0.019   0.0013   0.0203    0.168   0.0616     0.23     2.09     1.16     52.3     8.14        0        0        0
-2010        9       25     2.66    0.183     2.85   0.0256  0.00175   0.0273    0.238   0.0871    0.325     2.09     1.16     52.3     8.14        0        0        0
-2010        9       26     1.56    0.107     1.66   0.0149  0.00102    0.016    0.141   0.0517    0.193     2.09     1.16     52.3     8.14        0        0        0
-2010        9       27     1.27   0.0868     1.35   0.0121 0.000833    0.013    0.116   0.0427    0.159     2.08     1.16     52.3     8.14        0        0        0
-2010        9       28     0.88   0.0603     0.94  0.00844 0.000579  0.00902    0.076   0.0279    0.104     2.08     1.16     52.3     8.14        0        0        0
-2010        9       29     1.93    0.132     2.06   0.0185  0.00127   0.0198    0.166   0.0609    0.227     2.08     1.16     52.3     8.14        0        0        0
-2010        9       30      1.4   0.0961      1.5   0.0135 0.000922   0.0144     0.12    0.044    0.164     2.08     1.16     52.3     8.14        0        0        0
-2010       10        1     2.89    0.198     3.09   0.0278   0.0019   0.0297    0.249   0.0909     0.34     2.08     1.16     52.3     8.14        0        0        0
-2010       10        2    0.937   0.0641        1  0.00899 0.000616  0.00961    0.079   0.0289    0.108     2.08     1.16     52.3     8.15        0        0        0
-2010       10        3     2.14    0.146     2.28   0.0205  0.00141   0.0219     0.22     0.08      0.3     2.08     1.16     52.3     8.15        0        0        0
-2010       10        4      1.3   0.0892     1.39   0.0125 0.000856   0.0134    0.124   0.0452    0.169     2.08     1.15     52.3     8.15        0        0        0
-2010       10        5     1.45   0.0993     1.55   0.0139 0.000954   0.0149    0.127   0.0463    0.173     2.08     1.15     52.3     8.15        0        0        0
-2010       10        6    0.892   0.0611    0.953  0.00856 0.000586  0.00915   0.0775   0.0283    0.106     2.08     1.15     52.3     8.15        0        0        0
-2010       10        7     1.32   0.0906     1.41   0.0127 0.000869   0.0136    0.113   0.0414    0.155     2.07     1.15     52.3     8.15        0        0        0
-2010       10        8     2.99    0.205      3.2   0.0287  0.00197   0.0307    0.255   0.0932    0.348     2.08     1.15     52.3     8.15        0        0        0
-2010       10        9     2.72    0.186     2.91   0.0261  0.00179   0.0279    0.235   0.0858    0.321     2.08     1.15     52.3     8.15        0        0        0
-2010       10       10     2.79    0.191     2.99   0.0268  0.00184   0.0287    0.241   0.0877    0.329     2.08     1.15     52.3     8.15        0        0        0
-2010       10       11     2.77     0.19     2.96   0.0266  0.00182   0.0284    0.244   0.0887    0.332     2.08     1.15     52.3     8.15        0        0        0
-2010       10       12     2.58    0.176     2.75   0.0247  0.00169   0.0264    0.245   0.0894    0.334     2.08     1.15     52.3     8.15        0        0        0
-2010       10       13      1.3   0.0889     1.39   0.0125 0.000853   0.0133    0.123   0.0451    0.169     2.07     1.15     52.3     8.15        0        0        0
-2010       10       14    0.651   0.0446    0.696  0.00625 0.000428  0.00668   0.0614   0.0225   0.0839     2.07     1.15     52.3     8.15        0        0        0
-2010       10       15    0.905   0.0619    0.967  0.00869 0.000595  0.00928   0.0819     0.03    0.112     2.07     1.15     52.3     8.15        0        0        0
-2010       10       16      1.2   0.0823     1.28   0.0115  0.00079   0.0123     0.12   0.0438    0.164     2.07     1.15     52.3     8.15        0        0        0
-2010       10       17     1.72    0.117     1.83   0.0165  0.00113   0.0176    0.191   0.0698    0.261     2.07     1.15     52.3     8.15        0        0        0
-2010       10       18     1.76    0.121     1.88   0.0169  0.00116   0.0181    0.174   0.0635    0.237     2.07     1.15     52.3     8.15        0        0        0
-2010       10       19      1.8    0.123     1.93   0.0173  0.00119   0.0185    0.169   0.0619    0.231     2.07     1.15     52.3     8.15        0        0        0
-2010       10       20    0.913   0.0625    0.975  0.00876   0.0006  0.00936     0.11   0.0403     0.15     2.07     1.15     52.3     8.15        0        0        0
-2010       10       21      2.1    0.143     2.24   0.0201  0.00138   0.0215    0.224   0.0817    0.305     2.07     1.15     52.3     8.15        0        0        0
-2010       10       22     1.57    0.108     1.68   0.0151  0.00103   0.0162    0.157   0.0572    0.214     2.07     1.15     52.3     8.15        0        0        0
-2010       10       23    0.317   0.0217    0.338  0.00304 0.000208  0.00325   0.0368   0.0135   0.0502     2.07     1.15     52.3     8.15        0        0        0
-2010       10       24     1.53    0.105     1.64   0.0147  0.00101   0.0157    0.155   0.0565    0.211     2.07     1.15     52.3     8.15        0        0        0
-2010       10       25     1.83    0.125     1.96   0.0176   0.0012   0.0188    0.186   0.0679    0.254     2.07     1.15     52.3     8.15        0        0        0
-2010       10       26    0.979    0.067     1.05   0.0094 0.000643     0.01    0.106   0.0388    0.145     2.07     1.15     52.3     8.15        0        0        0
-2010       10       27    0.731     0.05    0.782  0.00702  0.00048   0.0075   0.0703   0.0257    0.096     2.07     1.14     52.3     8.15        0        0        0
-2010       10       28        1   0.0688     1.07  0.00965  0.00066   0.0103   0.0891   0.0326    0.122     2.06     1.14     52.3     8.15        0        0        0
-2010       10       29     1.28   0.0874     1.36   0.0123 0.000839   0.0131    0.112   0.0409    0.153     2.06     1.14     52.3     8.15        0        0        0
-2010       10       30    0.728   0.0498    0.778  0.00699 0.000478  0.00747   0.0642   0.0235   0.0877     2.06     1.14     52.3     8.15        0        0        0
-2010       10       31     1.25   0.0854     1.33    0.012  0.00082   0.0128    0.111   0.0405    0.151     2.06     1.14     52.3     8.15        0        0        0
-2010       11        1    0.581   0.0398    0.621  0.00558 0.000382  0.00596   0.0571    0.021   0.0781     2.06     1.14     52.3     8.15        0        0        0
-2010       11        2    0.468    0.032      0.5  0.00449 0.000307   0.0048   0.0422   0.0154   0.0576     2.06     1.14     52.4     8.15        0        0        0
-2010       11        3    0.791   0.0541    0.845   0.0076  0.00052  0.00812   0.0677   0.0247   0.0924     2.06     1.14     52.4     8.15        0        0        0
-2010       11        4    0.712   0.0487    0.761  0.00684 0.000468   0.0073   0.0609   0.0222   0.0831     2.05     1.14     52.4     8.15        0        0        0
-2010       11        5    0.247   0.0169    0.264  0.00237 0.000162  0.00253   0.0209  0.00767   0.0286     2.05     1.14     52.4     8.15        0        0        0
-2010       11        6    0.895   0.0612    0.957  0.00859 0.000588  0.00918   0.0789   0.0289    0.108     2.05     1.14     52.4     8.15        0        0        0
-2010       11        7    0.332   0.0227    0.354  0.00318 0.000218   0.0034   0.0395   0.0145   0.0541     2.05     1.14     52.4     8.15        0        0        0
-2010       11        8     0.66   0.0452    0.705  0.00634 0.000434  0.00677   0.0833   0.0305    0.114     2.05     1.14     52.4     8.15        0        0        0
-2010       11        9    0.647   0.0443    0.692  0.00622 0.000425  0.00664   0.0754   0.0277    0.103     2.05     1.13     52.4     8.15        0        0        0
-2010       11       10    0.649   0.0444    0.694  0.00623 0.000426  0.00666   0.0763    0.028    0.104     2.05     1.13     52.4     8.15        0        0        0
-2010       11       11    0.188   0.0129    0.201   0.0018 0.000123  0.00193   0.0189  0.00694   0.0258     2.05     1.13     52.4     8.15        0        0        0
-2010       11       12    0.595   0.0407    0.635  0.00571 0.000391   0.0061   0.0526   0.0192   0.0718     2.04     1.13     52.4     8.15        0        0        0
-2010       11       13    0.308   0.0211    0.329  0.00296 0.000202  0.00316   0.0272  0.00999   0.0372     2.04     1.13     52.4     8.15        0        0        0
-2010       11       14    0.175    0.012    0.187  0.00168 0.000115   0.0018   0.0153  0.00562   0.0209     2.04     1.13     52.4     8.15        0        0        0
-2010       11       15    0.726   0.0497    0.775  0.00697 0.000477  0.00744   0.0743   0.0272    0.101     2.04     1.13     52.4     8.15        0        0        0
-2010       11       16    0.505   0.0346     0.54  0.00485 0.000332  0.00518   0.0676   0.0249   0.0925     2.04     1.13     52.4     8.15        0        0        0
-2010       11       17    0.274   0.0187    0.292  0.00263  0.00018  0.00281   0.0409    0.015   0.0559     2.04     1.13     52.4     8.15        0        0        0
-2010       11       18    0.425   0.0291    0.454  0.00408 0.000279  0.00436   0.0543   0.0199   0.0742     2.04     1.13     52.4     8.15        0        0        0
-2010       11       19    0.325   0.0222    0.347  0.00312 0.000213  0.00333   0.0348   0.0128   0.0476     2.04     1.13     52.4     8.15        0        0        0
-2010       11       20    0.904   0.0619    0.966  0.00868 0.000594  0.00927   0.0981    0.036    0.134     2.04     1.13     52.4     8.15        0        0        0
-2010       11       21    0.236   0.0162    0.252  0.00227 0.000155  0.00242   0.0382    0.014   0.0522     2.03     1.13     52.4     8.15        0        0        0
-2010       11       22    0.351    0.024    0.375  0.00337 0.000231   0.0036   0.0491    0.018   0.0671     2.03     1.13     52.4     8.15        0        0        0
-2010       11       23    0.341   0.0234    0.365  0.00328 0.000224   0.0035    0.048   0.0177   0.0657     2.03     1.13     52.4     8.15        0        0        0
-2010       11       24    0.418   0.0286    0.447  0.00401 0.000275  0.00429   0.0649   0.0239   0.0887     2.03     1.12     52.4     8.15        0        0        0
-2010       11       25    0.171   0.0117    0.182  0.00164 0.000112  0.00175   0.0387   0.0142    0.053     2.03     1.12     52.4     8.15        0        0        0
-2010       11       26    0.221   0.0151    0.236  0.00212 0.000145  0.00227   0.0633   0.0233   0.0865     2.03     1.12     52.4     8.15        0        0        0
-2010       11       27    0.171   0.0117    0.183  0.00164 0.000112  0.00175   0.0521   0.0191   0.0712     2.03     1.12     52.4     8.15        0        0        0
-2010       11       28    0.111  0.00757    0.118  0.00106 7.27e-05  0.00113    0.103   0.0378    0.141     2.03     1.12     52.4     8.15        0        0        0
-2010       11       29        0        0        0        0        0        0   0.0108  0.00396   0.0147     2.03     1.12     52.4     8.15        0        0        0
-2010       11       30   0.0234   0.0016    0.025 0.000224 1.54e-05  0.00024   0.0418   0.0154   0.0571     2.03     1.12     52.4     8.15        0        0        0
-2010       12        1        0        0        0        0        0        0   0.0634   0.0233   0.0868     2.03     1.12     52.4     8.15        0        0        0
-2010       12        2        0        0        0        0        0        0   0.0424   0.0156   0.0579     2.03     1.12     52.4     8.15        0        0        0
-2010       12        3        0        0        0        0        0        0   0.0961   0.0354    0.131     2.03     1.12     52.4     8.15        0        0        0
-2010       12        4     0.03  0.00205    0.032 0.000288 1.97e-05 0.000308   0.0231  0.00851   0.0317     2.03     1.12     52.4     8.15        0        0        0
-2010       12        5   0.0617  0.00422   0.0659 0.000592 4.05e-05 0.000633   0.0125   0.0046   0.0171     2.03     1.12     52.4     8.15        0        0        0
-2010       12        6     0.11   0.0075    0.117  0.00105  7.2e-05  0.00112   0.0446   0.0164    0.061     2.03     1.12     52.4     8.15        0        0        0
-2010       12        7        0        0        0        0        0        0   0.0291   0.0107   0.0398     2.03     1.12     52.4     8.15        0        0        0
-2010       12        8   0.0242  0.00166   0.0259 0.000233 1.59e-05 0.000248   0.0187  0.00687   0.0255     2.03     1.12     52.4     8.15        0        0        0
-2010       12        9    0.538   0.0368    0.575  0.00516 0.000354  0.00552     0.09   0.0331    0.123     2.03     1.12     52.4     8.15        0        0        0
-2010       12       10    0.138  0.00942    0.147  0.00132 9.04e-05  0.00141   0.0182  0.00668   0.0248     2.03     1.12     52.4     8.15        0        0        0
-2010       12       11    0.203   0.0139    0.217  0.00195 0.000134  0.00209   0.0238  0.00875   0.0325     2.03     1.12     52.4     8.15        0        0        0
-2010       12       12    0.442   0.0303    0.473  0.00425 0.000291  0.00454   0.0592   0.0217   0.0809     2.02     1.12     52.4     8.15        0        0        0
-2010       12       13   0.0983  0.00673    0.105 0.000943 6.46e-05  0.00101    0.057   0.0209   0.0779     2.02     1.12     52.4     8.15        0        0        0
-2010       12       14   0.0389  0.00266   0.0415 0.000373 2.55e-05 0.000399   0.0324   0.0119   0.0443     2.02     1.12     52.4     8.15        0        0        0
-2010       12       15     0.17   0.0117    0.182  0.00164 0.000112  0.00175   0.0412   0.0151   0.0563     2.02     1.12     52.4     8.15        0        0        0
-2010       12       16   0.0299  0.00205   0.0319 0.000287 1.96e-05 0.000307   0.0061  0.00225  0.00834     2.02     1.12     52.4     8.15        0        0        0
-2010       12       17   0.0563  0.00385   0.0602  0.00054  3.7e-05 0.000577   0.0756   0.0278    0.103     2.02     1.12     52.4     8.15        0        0        0
-2010       12       18        0        0        0        0        0        0   0.0796   0.0293    0.109     2.02     1.12     52.4     8.15        0        0        0
-2010       12       19  0.00691 0.000473  0.00739 6.64e-05 4.55e-06 7.09e-05   0.0198  0.00728    0.027     2.02     1.12     52.4     8.15        0        0        0
-2010       12       20        0        0        0        0        0        0   0.0762    0.028    0.104     2.02     1.12     52.4     8.15        0        0        0
-2010       12       21   0.0116 0.000791   0.0123 0.000111  7.6e-06 0.000119   0.0186  0.00686   0.0255     2.02     1.12     52.4     8.15        0        0        0
-2010       12       22   0.0253  0.00173    0.027 0.000243 1.66e-05 0.000259   0.0164  0.00603   0.0224     2.02     1.12     52.4     8.15        0        0        0
-2010       12       23   0.0123 0.000843   0.0132 0.000118  8.1e-06 0.000126   0.0136  0.00501   0.0186     2.02     1.12     52.4     8.15        0        0        0
-2010       12       24   0.0206  0.00141    0.022 0.000198 1.35e-05 0.000211   0.0296   0.0109   0.0404     2.02     1.12     52.4     8.15        0        0        0
-2010       12       25   0.0251  0.00172   0.0269 0.000241 1.65e-05 0.000258    0.077   0.0283    0.105     2.02     1.12     52.4     8.15        0        0        0
-2010       12       26    0.415   0.0284    0.444  0.00399 0.000273  0.00426   0.0844   0.0311    0.115     2.02     1.12     52.4     8.15        0        0        0
-2010       12       27   0.0476  0.00326   0.0508 0.000457 3.13e-05 0.000488   0.0452   0.0167   0.0619     2.02     1.12     52.4     8.15        0        0        0
-2010       12       28   0.0843  0.00577   0.0901 0.000809 5.54e-05 0.000864   0.0271  0.00996    0.037     2.02     1.12     52.4     8.15        0        0        0
-2010       12       29    0.169   0.0116    0.181  0.00162 0.000111  0.00174   0.0376   0.0138   0.0514     2.02     1.12     52.4     8.15        0        0        0
-2010       12       30    0.382   0.0262    0.408  0.00367 0.000251  0.00392   0.0888   0.0327    0.122     2.02     1.12     52.4     8.15        0        0        0
-2010       12       31    0.138  0.00944    0.147  0.00132 9.06e-05  0.00141   0.0313   0.0115   0.0428     2.02     1.12     52.4     8.15        0        0        0

-YEAR    MONTH      DAY   GPP(1)   GPP(0) GPP(tot)   NPP(1)   NPP(0) NPP(tot)    ET(1)    ET(0)  ET(tot)   LAI(1)   LAI(0)    CC(1)    CC(0) DEADTREE(1) DEADTREE(0) DEADTREE(tot)

-2011        1        1    0.141  0.00967    0.151  0.00136 9.29e-05  0.00145   0.0226  0.00831   0.0309     2.02     1.12     52.4     8.15        0        0        0
-2011        1        2    0.432   0.0296    0.462  0.00415 0.000284  0.00443   0.0791   0.0291    0.108     2.02     1.12     52.4     8.15        0        0        0
-2011        1        3    0.162   0.0111    0.173  0.00156 0.000107  0.00166    0.035   0.0129   0.0479     2.02     1.12     52.4     8.15        0        0        0
-2011        1        4    0.249    0.017    0.266  0.00239 0.000164  0.00255   0.0696   0.0256   0.0952     2.02     1.12     52.4     8.15        0        0        0
-2011        1        5    0.425   0.0291    0.454  0.00408 0.000279  0.00436   0.0916   0.0336    0.125     2.02     1.12     52.4     8.15        0        0        0
-2011        1        6    0.115  0.00789    0.123  0.00111 7.57e-05  0.00118   0.0119   0.0044   0.0163     2.02     1.12     52.4     8.15        0        0        0
-2011        1        7    0.138  0.00946    0.148  0.00133 9.09e-05  0.00142   0.0146  0.00537   0.0199     2.01     1.11     52.4     8.15        0        0        0
-2011        1        8    0.322   0.0221    0.344  0.00309 0.000212  0.00331   0.0298   0.0109   0.0407     2.01     1.11     52.4     8.15        0        0        0
-2011        1        9    0.561   0.0384    0.599  0.00539 0.000369  0.00575   0.0761   0.0279    0.104     2.01     1.11     52.4     8.15        0        0        0
-2011        1       10    0.562   0.0385    0.601   0.0054  0.00037  0.00577    0.102   0.0376     0.14     2.01     1.11     52.4     8.15        0        0        0
-2011        1       11     0.06  0.00411   0.0641 0.000576 3.95e-05 0.000615  0.00847  0.00312   0.0116     2.01     1.11     52.4     8.15        0        0        0
-2011        1       12    0.116  0.00797    0.124  0.00112 7.65e-05  0.00119   0.0122   0.0045   0.0167     2.01     1.11     52.4     8.15        0        0        0
-2011        1       13    0.116  0.00796    0.124  0.00112 7.64e-05  0.00119   0.0103  0.00382   0.0142     2.01     1.11     52.4     8.15        0        0        0
-2011        1       14    0.173   0.0118    0.184  0.00166 0.000114  0.00177   0.0153  0.00562   0.0209     2.01     1.11     52.4     8.15        0        0        0
-2011        1       15    0.329   0.0225    0.351  0.00316 0.000216  0.00337   0.0316   0.0116   0.0432        2     1.11     52.4     8.15        0        0        0
-2011        1       16    0.759    0.052    0.811  0.00728 0.000499  0.00778   0.0684   0.0251   0.0935        2     1.11     52.4     8.15        0        0        0
-2011        1       17    0.264   0.0181    0.282  0.00253 0.000173   0.0027   0.0263  0.00967   0.0359        2     1.11     52.4     8.15        0        0        0
-2011        1       18      0.2   0.0137    0.214  0.00192 0.000132  0.00205   0.0233  0.00858   0.0318        2     1.11     52.4     8.15        0        0        0
-2011        1       19    0.394    0.027    0.421  0.00379  0.00026  0.00405   0.0584   0.0215   0.0799        2     1.11     52.4     8.15        0        0        0
-2011        1       20    0.743   0.0509    0.793  0.00713 0.000489  0.00762    0.125   0.0462    0.172        2     1.11     52.4     8.15        0        0        0
-2011        1       21    0.259   0.0178    0.277  0.00249  0.00017  0.00266   0.0703   0.0259   0.0963        2     1.11     52.4     8.15        0        0        0
-2011        1       22    0.285   0.0196    0.305  0.00274 0.000188  0.00293   0.0389   0.0143   0.0533        2     1.11     52.4     8.15        0        0        0
-2011        1       23    0.262    0.018     0.28  0.00252 0.000173  0.00269   0.0358   0.0132    0.049        2      1.1     52.4     8.15        0        0        0
-2011        1       24    0.324   0.0222    0.346  0.00311 0.000213  0.00332   0.0409   0.0151   0.0559        2      1.1     52.4     8.15        0        0        0
-2011        1       25    0.287   0.0196    0.306  0.00275 0.000189  0.00294   0.0378    0.014   0.0518     1.99      1.1     52.4     8.15        0        0        0
-2011        1       26    0.533   0.0365    0.569  0.00511  0.00035  0.00546   0.0884   0.0326    0.121     1.99      1.1     52.4     8.15        0        0        0
-2011        1       27    0.277    0.019    0.296  0.00266 0.000183  0.00285   0.0865   0.0319    0.118     1.99      1.1     52.4     8.15        0        0        0
-2011        1       28     0.18   0.0123    0.192  0.00172 0.000118  0.00184    0.147   0.0541    0.201     1.99      1.1     52.4     8.15        0        0        0
-2011        1       29    0.179   0.0123    0.192  0.00172 0.000118  0.00184    0.158   0.0584    0.217     1.99      1.1     52.4     8.15        0        0        0
-2011        1       30        0        0        0        0        0        0   0.0626   0.0231   0.0857     1.99      1.1     52.4     8.15        0        0        0
-2011        1       31        0        0        0        0        0        0   0.0317   0.0117   0.0434     1.99      1.1     52.4     8.15        0        0        0
-2011        2        1    0.053  0.00364   0.0567 0.000509 3.49e-05 0.000544     0.04   0.0148   0.0548     1.99      1.1     52.4     8.15        0        0        0
-2011        2        2    0.205   0.0141    0.219  0.00197 0.000135   0.0021   0.0368   0.0136   0.0504     1.99      1.1     52.4     8.15        0        0        0
-2011        2        3    0.664   0.0455     0.71  0.00637 0.000437  0.00681   0.0762   0.0281    0.104     1.99      1.1     52.4     8.15        0        0        0
-2011        2        4    0.127  0.00871    0.136  0.00122 8.36e-05   0.0013   0.0122  0.00452   0.0168     1.99      1.1     52.4     8.15        0        0        0
-2011        2        5    0.202   0.0138    0.216  0.00194 0.000133  0.00207   0.0184  0.00677   0.0252     1.99      1.1     52.4     8.15        0        0        0
-2011        2        6    0.435   0.0298    0.465  0.00418 0.000286  0.00447   0.0406   0.0149   0.0555     1.99      1.1     52.4     8.15        0        0        0
-2011        2        7     1.45   0.0993     1.55   0.0139 0.000953   0.0149    0.141   0.0517    0.192     1.99      1.1     52.4     8.15        0        0        0
-2011        2        8     1.51    0.104     1.62   0.0145 0.000997   0.0155    0.162   0.0595    0.221     1.99      1.1     52.4     8.15        0        0        0
-2011        2        9      1.1   0.0751     1.17   0.0105 0.000721   0.0112    0.124   0.0457     0.17     1.99      1.1     52.4     8.15        0        0        0
-2011        2       10     0.73     0.05     0.78  0.00701  0.00048  0.00749    0.074   0.0273    0.101     1.98      1.1     52.4     8.15        0        0        0
-2011        2       11    0.208   0.0142    0.222  0.00199 0.000137  0.00213   0.0194  0.00715   0.0265     1.98      1.1     52.4     8.15        0        0        0
-2011        2       12    0.752   0.0516    0.804  0.00722 0.000495  0.00772   0.0701   0.0259   0.0959     1.98      1.1     52.4     8.15        0        0        0
-2011        2       13    0.778   0.0533    0.831  0.00747 0.000512  0.00798   0.0904   0.0333    0.124     1.98      1.1     52.4     8.15        0        0        0
-2011        2       14    0.465   0.0319    0.497  0.00446 0.000306  0.00477   0.0514    0.019   0.0704     1.98     1.09     52.4     8.15        0        0        0
-2011        2       15     1.15   0.0787     1.23    0.011 0.000755   0.0118    0.135   0.0498    0.185     1.98     1.09     52.4     8.15        0        0        0
-2011        2       16     1.66    0.114     1.77   0.0159  0.00109    0.017    0.172   0.0634    0.236     1.98     1.09     52.4     8.15        0        0        0
-2011        2       17     1.69    0.116      1.8   0.0162  0.00111   0.0173    0.192   0.0706    0.262     1.98     1.09     52.4     8.15        0        0        0
-2011        2       18    0.138  0.00947    0.148  0.00133 9.09e-05  0.00142   0.0367   0.0135   0.0502     1.98     1.09     52.4     8.15        0        0        0
-2011        2       19    0.609   0.0417    0.651  0.00585 0.000401  0.00625   0.0903   0.0333    0.124     1.98     1.09     52.4     8.15        0        0        0
-2011        2       20    0.363   0.0249    0.387  0.00348 0.000239  0.00372   0.0719   0.0265   0.0984     1.98     1.09     52.4     8.15        0        0        0
-2011        2       21    0.285   0.0196    0.305  0.00274 0.000188  0.00293   0.0838   0.0309    0.115     1.98     1.09     52.4     8.15        0        0        0
-2011        2       22    0.854   0.0585    0.912   0.0082 0.000562  0.00876    0.231   0.0851    0.316     1.98     1.09     52.4     8.15        0        0        0
-2011        2       23    0.322   0.0221    0.344  0.00309 0.000212   0.0033   0.0789   0.0291    0.108     1.98     1.09     52.4     8.15        0        0        0
-2011        2       24    0.431   0.0296    0.461  0.00414 0.000284  0.00442   0.0468   0.0173   0.0641     1.98     1.09     52.4     8.15        0        0        0
-2011        2       25    0.471   0.0323    0.504  0.00452  0.00031  0.00483   0.0479   0.0177   0.0656     1.97     1.09     52.4     8.15        0        0        0
-2011        2       26    0.482    0.033    0.515  0.00463 0.000317  0.00494   0.0504   0.0186    0.069     1.97     1.09     52.4     8.15        0        0        0
-2011        2       27    0.653   0.0448    0.698  0.00627  0.00043   0.0067   0.0814   0.0301    0.112     1.97     1.09     52.4     8.15        0        0        0
-2011        2       28    0.147   0.0101    0.157  0.00141  9.7e-05  0.00151   0.0253  0.00936   0.0347     1.97     1.09     52.4     8.15        0        0        0
-2011        3        1    0.847   0.0581    0.905  0.00813 0.000557  0.00869    0.131   0.0483    0.179     1.97     1.09     52.4     8.15        0        0        0
-2011        3        2     1.93    0.132     2.06   0.0185  0.00127   0.0198    0.251   0.0925    0.344     1.97     1.09     52.4     8.15        0        0        0
-2011        3        3      1.7    0.117     1.82   0.0164  0.00112   0.0175    0.258   0.0948    0.352     1.97     1.09     52.4     8.15        0        0        0
-2011        3        4     1.67    0.114     1.79    0.016   0.0011   0.0171    0.253   0.0931    0.346     1.97     1.09     52.4     8.15        0        0        0
-2011        3        5    0.917   0.0628     0.98   0.0088 0.000603  0.00941    0.144   0.0532    0.197     1.97     1.09     52.4     8.15        0        0        0
-2011        3        6     1.86    0.128     1.99   0.0179  0.00122   0.0191    0.269   0.0988    0.367     1.97     1.09     52.4     8.15        0        0        0
-2011        3        7     1.95    0.134     2.09   0.0187  0.00128     0.02    0.263   0.0962    0.359     1.97     1.09     52.4     8.15        0        0        0
-2011        3        8     2.36    0.162     2.52   0.0227  0.00155   0.0242    0.252   0.0922    0.344     1.97     1.09     52.4     8.15        0        0        0
-2011        3        9    0.656   0.0449    0.701   0.0063 0.000431  0.00673   0.0678   0.0249   0.0927     1.97     1.09     52.4     8.15        0        0        0
-2011        3       10    0.592   0.0406    0.633  0.00569  0.00039  0.00608   0.0599   0.0221   0.0819     1.97     1.09     52.4     8.15        0        0        0
-2011        3       11     2.08    0.142     2.22     0.02  0.00137   0.0213    0.201   0.0736    0.274     1.97     1.09     52.4     8.15        0        0        0
-2011        3       12     2.44    0.167     2.61   0.0234  0.00161    0.025    0.219   0.0802    0.299     1.97     1.09     52.4     8.15        0        0        0
-2011        3       13      1.2   0.0819     1.28   0.0115 0.000786   0.0123    0.107   0.0392    0.146     1.97     1.09     52.4     8.15        0        0        0
-2011        3       14     1.55    0.106     1.66   0.0149  0.00102   0.0159    0.133   0.0491    0.182     1.97     1.09     52.4     8.15        0        0        0
-2011        3       15     2.43    0.167      2.6   0.0234   0.0016    0.025    0.206   0.0757    0.282     1.97     1.09     52.4     8.15        0        0        0
