Month		n_days	Rg_f	Ta_f	Tmax	Tmin	VPD_f	Ts_f	Precip	SWC	LAI
11	19	324	1.58	1.43	6.19	-1.88	0.15	-9999	5.25	-9999	-9999
11	20	325	1.44	-3.22	-2.02	-4.20	0.12	-9999	4.00	-9999	-9999
11	21	326	1.89	-2.91	-1.46	-4.07	0.14	-9999	0.80	-9999	-9999
11	22	327	1.04	2.94	6.79	-2.80	0.12	-9999	13.10	-9999	-9999
11	23	328	1.19	4.74	6.77	0.11	0.13	-9999	12.90	-9999	-9999
11	24	329	3.51	-1.53	-0.20	-3.91	0.12	-9999	0.00	-9999	-9999
11	25	330	8.05	-1.62	2.25	-6.23	0.23	-9999	0.00	-9999	-9999
11	26	331	5.27	5.01	6.65	2.11	0.25	-9999	0.00	-9999	-9999
11	27	332	1.14	4.04	6.22	3.20	0.10	-9999	9.50	-9999	-9999
11	28	333	4.69	2.93	5.41	0.69	0.15	-9999	0.00	-9999	-9999
11	29	334	3.31	3.60	5.68	0.23	0.20	-9999	0.00	-9999	-9999
11	30	335	4.51	3.27	7.33	-0.94	0.13	-9999	0.00	-9999	-9999
12	1	336	5.35	7.04	9.74	5.07	0.33	-9999	0.20	-9999	-9999
12	2	337	6.60	4.58	9.04	1.85	0.29	-9999	0.00	-9999	-9999
12	3	338	4.53	3.94	6.69	-1.38	0.14	-9999	0.00	-9999	-9999
12	4	339	4.61	2.71	5.74	0.46	0.07	-9999	0.00	-9999	-9999
12	5	340	2.64	-1.85	-0.67	-2.61	0.06	-9999	0.00	-9999	-9999
12	6	341	4.39	-1.02	0.57	-1.79	0.06	-9999	0.00	-9999	-9999
12	7	342	7.03	-0.13	4.70	-3.62	0.13	-9999	0.00	-9999	-9999
12	8	343	5.73	-2.90	-1.52	-3.76	0.06	-9999	0.00	-9999	-9999
12	9	344	7.27	-0.39	4.42	-4.41	0.17	-9999	0.00	-9999	-9999
12	10	345	6.33	0.39	3.44	-2.36	0.26	-9999	0.00	-9999	-9999
12	11	346	6.98	2.22	9.06	-6.11	0.27	-9999	0.00	-9999	-9999
12	12	347	6.99	-4.09	1.39	-6.42	0.08	-9999	0.00	-9999	-9999
12	13	348	6.87	-0.62	3.20	-5.47	0.19	-9999	0.00	-9999	-9999
12	14	349	6.81	2.86	5.83	1.26	0.34	-9999	0.00	-9999	-9999
12	15	350	6.89	1.55	4.15	0.21	0.34	-9999	0.20	-9999	-9999
12	16	351	6.58	0.55	3.11	-3.60	0.31	-9999	0.00	-9999	-9999
12	17	352	2.21	2.54	4.45	1.22	0.18	-9999	0.80	-9999	-9999
12	18	353	0.63	0.02	4.95	-2.14	0.13	-9999	2.90	-9999	-9999
12	19	354	3.00	-2.09	-0.66	-3.15	0.16	-9999	1.10	-9999	-9999
12	20	355	7.03	-6.10	-3.79	-7.80	0.11	-9999	0.00	-9999	-9999
12	21	356	7.05	-6.57	-1.55	-8.39	0.19	-9999	0.00	-9999	-9999
12	22	357	6.44	-5.69	-3.40	-9.99	0.15	-9999	0.00	-9999	-9999
12	23	358	1.21	2.59	5.67	-3.51	0.15	-9999	1.90	-9999	-9999
12	24	359	2.30	6.40	7.25	5.36	0.26	-9999	0.00	-9999	-9999
12	25	360	5.85	5.30	8.46	2.96	0.27	-9999	0.00	-9999	-9999
12	26	361	1.63	5.23	8.09	0.68	0.15	-9999	0.00	-9999	-9999
12	27	362	1.94	-0.44	0.86	-1.39	0.06	-9999	5.10	-9999	-9999
12	28	363	1.10	-1.97	-1.56	-2.29	0.06	-9999	0.00	-9999	-9999
12	29	364	0.82	-1.63	-1.16	-1.96	0.06	-9999	3.50	-9999	-9999
12	30	365	4.04	-2.39	-1.66	-3.72	0.08	-9999	0.00	-9999	-9999
12	31	366	6.50	-0.03	2.21	-3.56	0.21		0.00		
