Month		n_days	Rg_f	Ta_f	Tmax	Tmin	VPD_f	Ts_f	Precip	SWC	LAI
4	3	94	15.96	9.01	14.90	3.37	0.37	-9999	0.00	-9999	-9999
4	4	95	13.03	10.79	14.62	7.69	0.41	-9999	0.00	-9999	-9999
4	5	96	3.74	6.25	7.45	4.54	0.20	-9999	14.00	-9999	-9999
4	6	97	2.89	-0.68	4.23	-2.73	0.12	-9999	8.60	-9999	-9999
4	7	98	8.34	0.47	3.11	-2.01	0.27	-9999	2.40	-9999	-9999
4	8	99	7.56	1.41	3.63	0.27	0.12	-9999	4.30	-9999	-9999
4	9	100	22.32	4.67	9.88	-0.23	0.28	-9999	0.00	-9999	-9999
4	10	101	14.27	6.64	10.37	3.22	0.31	-9999	0.20	-9999	-9999
4	11	102	18.67	8.08	14.00	4.06	0.33	-9999	0.00	-9999	-9999
4	12	103	7.69	4.94	12.15	0.94	0.21	-9999	9.20	-9999	-9999
4	13	104	17.00	5.41	8.20	1.95	0.26	-9999	0.00	-9999	-9999
4	14	105	21.81	9.74	17.00	3.21	0.34	-9999	0.00	-9999	-9999
4	15	106	22.45	10.94	18.86	3.52	0.35	-9999	0.20	-9999	-9999
4	16	107	20.67	9.28	15.76	2.63	0.34	-9999	0.10	-9999	-9999
4	17	108	17.81	13.41	20.44	8.08	0.38	-9999	0.00	-9999	-9999
4	18	109	5.68	6.53	9.20	4.57	0.12	-9999	2.20	-9999	-9999
4	19	110	7.32	7.67	9.81	5.65	0.16	-9999	5.50	-9999	-9999
4	20	111	23.89	11.02	16.72	5.68	0.24	-9999	0.00	-9999	-9999
4	21	112	23.83	14.22	19.24	8.89	0.26	-9999	0.00	-9999	-9999
4	22	113	24.83	16.96	23.59	10.10	0.36	-9999	0.00	-9999	-9999
4	23	114	24.62	18.55	24.67	12.69	0.41	-9999	0.00	-9999	-9999
4	24	115	2.16	9.44	16.38	6.04	0.16	-9999	2.80	-9999	-9999
4	25	116	12.94	9.15	13.42	6.31	0.17	-9999	0.00	-9999	-9999
4	26	117	24.83	13.14	19.02	6.76	0.24	-9999	0.00	-9999	-9999
4	27	118	19.09	16.39	22.64	11.47	0.34	-9999	0.00	-9999	-9999
4	28	119	15.07	17.12	21.25	15.33	0.39	-9999	0.00	-9999	-9999
4	29	120	9.02	15.36	17.79	13.39	0.36	-9999	0.00	-9999	-9999
4	30	121	13.58	13.57	19.34	10.50	0.26	-9999	3.40	-9999	-9999
5	1	122	14.47	12.98	17.59	11.06	0.22	-9999	2.90	-9999	-9999
5	2	123	12.94	11.60	17.14	9.57	0.16	-9999	9.90	-9999	-9999
5	3	124	25.48	13.61	18.35	8.03	0.29	-9999	0.00	-9999	-9999
5	4	125	11.71	12.41	16.37	10.51	0.18	-9999	11.40	-9999	-9999
5	5	126	12.14	11.76	16.49	10.08	0.16	-9999	11.80	-9999	-9999
5	6	127	18.79	14.51	19.35	9.22	0.31	-9999	0.00	-9999	-9999
5	7	128	17.42	16.29	19.78	11.99	0.35	-9999	0.00	-9999	-9999
5	8	129	13.50	15.13	18.69	13.35	0.29	-9999	0.40	-9999	-9999
5	9	130	19.19	14.60	19.35	10.90	0.21	-9999	11.60	-9999	-9999
5	10	131	25.35	17.56	21.95	12.59	0.33	-9999	0.00	-9999	-9999
5	11	132	23.57	17.98	22.38	14.31	0.31	-9999	0.00	-9999	-9999
5	12	133	13.52	14.30	19.55	11.26	0.19	-9999	18.40	-9999	-9999
5	13	134	18.73	10.79	14.99	7.56	0.24	-9999	2.40	-9999	-9999
5	14	135	28.82	13.09	18.62	6.96	0.38	-9999	0.00	-9999	-9999
5	15	136	28.45	16.28	22.33	9.57	0.37	-9999	0.00	-9999	-9999
5	16	137	28.08	18.05	22.59	13.78	0.39	-9999	0.00	-9999	-9999
5	17	138	23.86	16.61	23.19	11.45	0.29	-9999	13.90	-9999	-9999
5	18	139	7.75	11.23	14.08	7.03	0.11	-9999	17.40	-9999	-9999
5	19	140	12.21	7.17	9.90	5.71	0.16	-9999	10.40	-9999	-9999
5	20	141	13.13	5.37	7.61	3.56	0.15	-9999	11.80	-9999	-9999
5	21	142	28.74	9.48	14.83	3.53	0.27	-9999	0.10	-9999	-9999
5	22	143	8.44	7.32	9.93	5.05	0.18	-9999	10.20	-9999	-9999
5	23	144	17.17	9.21	13.28	6.82	0.25	-9999	0.00	-9999	-9999
5	24	145	26.26	13.01	17.84	7.83	0.28	-9999	0.00	-9999	-9999
5	25	146	23.68	16.40	20.30	12.25	0.27	-9999	6.80	-9999	-9999
5	26	147	23.82	15.76	21.10	11.83	0.22	-9999	3.20	-9999	-9999
5	27	148	19.38	14.97	22.06	9.10	0.27	-9999	0.70	-9999	-9999
5	28	149	23.06	14.38	22.94	7.80	0.24	-9999	2.20	-9999	-9999
5	29	150	5.10	6.63	9.75	4.45	0.14	-9999	9.10	-9999	-9999
5	30	151	24.15	9.56	13.40	5.16	0.27	-9999	1.50	-9999	-9999
5	31	152	8.25	9.39	11.36	7.76	0.13	-9999	8.90	-9999	-9999
6	1	153	26.88	11.73	16.08	6.85	0.22	-9999	0.00	-9999	-9999
6	2	154	26.53	16.78	22.20	10.28	0.26	-9999	0.00	-9999	-9999
6	3	155	28.09	19.53	23.94	15.30	0.29	-9999	0.00	-9999	-9999
6	4	156	21.95	18.55	23.31	14.08	0.27	-9999	1.40	-9999	-9999
6	5	157	23.65	19.81	24.90	13.38	0.31	-9999	0.00	-9999	-9999
6	6	158	12.46	15.37	19.72	10.73	0.17	-9999	11.90	-9999	-9999
6	7	159	10.78	11.01	13.17	8.40	0.22	-9999	2.20	-9999	-9999
6	8	160	28.06	14.08	18.98	8.39	0.25	-9999	0.00	-9999	-9999
6	9	161	28.16	18.50	23.39	12.45	0.24	-9999	0.00	-9999	-9999
6	10	162	26.88	21.56	25.81	16.61	0.33	-9999	0.00	-9999	-9999
6	11	163	24.50	22.21	26.44	18.50	0.38	-9999	0.00	-9999	-9999
6	12	164	15.92	19.42	22.26	17.01	0.21	-9999	0.00	-9999	-9999
6	13	165	18.44	19.78	25.92	14.59	0.26	-9999	1.40	-9999	-9999
6	14	166	22.01	19.51	22.33	16.89	0.28	-9999	0.00	-9999	-9999
6	15	167	10.24	14.93	18.11	12.82	0.15	-9999	36.00	-9999	-9999
6	16	168	16.18	11.89	14.07	9.65	0.26	-9999	6.10	-9999	-9999
6	17	169	24.49	11.11	14.86	8.35	0.36	-9999	0.00	-9999	-9999
6	18	170	29.28	14.13	19.44	7.83	0.40	-9999	0.00	-9999	-9999
6	19	171	28.86	18.63	23.47	13.38	0.40	-9999	0.00	-9999	-9999
6	20	172	28.73	21.41	26.47	16.50	0.39	-9999	0.00	-9999	-9999
6	21	173	28.25	22.70	26.91	18.61	0.39	-9999	0.00	-9999	-9999
6	22	174	25.83	21.38	26.70	16.57	0.33	-9999	0.50	-9999	-9999
6	23	175	4.09	14.25	17.68	10.94	0.15	-9999	0.40	-9999	-9999
6	24	176	8.81	12.09	15.79	9.52	0.14	-9999	0.10	-9999	-9999
6	25	177	10.15	8.86	10.76	7.84	0.15	-9999	0.10	-9999	-9999
6	26	178	13.26	9.87	12.08	8.59	0.18	-9999	0.10	-9999	-9999
6	27	179	26.34	11.04	15.11	8.13	0.30	-9999	0.10	-9999	-9999
6	28	180	26.08	13.32	17.29	8.23	0.31	-9999	0.10	-9999	-9999
6	29	181	13.52	13.28	15.43	11.46	0.28	-9999	0.00	-9999	-9999
6	30	182	25.71	15.27	19.25	11.10	0.33	-9999	0.00	-9999	-9999
7	1	183	25.64	17.60	22.62	12.26	0.30	-9999	0.20	-9999	-9999
7	2	184	26.62	18.69	23.31	13.65	0.26	-9999	0.40	-9999	-9999
7	3	185	20.93	19.09	25.29	15.57	0.22	-9999	0.90	-9999	-9999
7	4	186	21.43	16.18	24.72	12.65	0.15	-9999	4.60	-9999	-9999
7	5	187	17.17	15.76	18.11	12.19	0.28	-9999	5.60	-9999	-9999
7	6	188	28.71	16.99	20.72	14.20	0.30	-9999	0.00	-9999	-9999
7	7	189	22.01	16.72	23.50	14.03	0.20	-9999	17.20	-9999	-9999
7	8	190	10.17	12.80	16.01	8.16	0.18	-9999	2.30	-9999	-9999
7	9	191	16.95	10.36	14.02	7.72	0.16	-9999	5.70	-9999	-9999
7	10	192	19.90	14.68	22.89	10.61	0.20	-9999	2.00	-9999	-9999
7	11	193	6.30	10.60	12.35	8.91	0.12	-9999	18.50	-9999	-9999
7	12	194	11.69	9.31	12.54	8.07	0.15	-9999	12.60	-9999	-9999
7	13	195	13.84	9.44	12.18	7.14	0.23	-9999	0.10	-9999	-9999
7	14	196	9.51	10.24	13.01	8.78	0.17	-9999	7.20	-9999	-9999
7	15	197	10.85	8.82	10.04	8.00	0.14	-9999	9.00	-9999	-9999
7	16	198	9.55	8.94	11.77	7.34	0.17	-9999	3.90	-9999	-9999
7	17	199	16.87	11.51	14.62	8.92	0.26	-9999	0.40	-9999	-9999
7	18	200	16.49	12.49	15.66	9.69	0.23	-9999	0.00	-9999	-9999
7	19	201	8.60	12.01	13.97	9.74	0.20	-9999	3.70	-9999	-9999
7	20	202	8.19	11.17	13.07	10.20	0.18	-9999	2.50	-9999	-9999
7	21	203	8.66	13.30	16.21	10.04	0.23	-9999	0.40	-9999	-9999
7	22	204	19.17	14.64	18.32	11.70	0.21	-9999	0.00	-9999	-9999
7	23	205	21.62	16.39	21.45	11.66	0.22	-9999	0.00	-9999	-9999
7	24	206	17.63	18.42	22.64	14.27	0.21	-9999	0.20	-9999	-9999
7	25	207	16.87	16.47	20.05	13.59	0.20	-9999	12.30	-9999	-9999
7	26	208	11.77	15.81	19.37	14.09	0.19	-9999	2.60	-9999	-9999
7	27	209	22.60	16.48	21.01	12.67	0.24	-9999	0.00	-9999	-9999
7	28	210	3.97	13.35	16.59	11.02	0.13	-9999	17.30	-9999	-9999
7	29	211	7.33	11.87	14.46	10.97	0.14	-9999	16.40	-9999	-9999
7	30	212	9.62	11.90	13.13	11.14	0.13	-9999	8.40	-9999	-9999
7	31	213	16.63	13.70	17.67	11.15	0.21	-9999	0.10	-9999	-9999
8	1	214	26.11	16.44	21.02	11.51	0.28	-9999	0.00	-9999	-9999
8	2	215	26.40	19.88	25.72	14.87	0.32	-9999	11.10	-9999	-9999
8	3	216	8.64	15.20	18.83	12.79	0.13	-9999	20.10	-9999	-9999
8	4	217	3.89	12.44	13.29	11.89	0.11	-9999	12.50	-9999	-9999
8	5	218	4.31	13.08	14.56	11.84	0.11	-9999	2.10	-9999	-9999
8	6	219	13.39	14.39	18.07	12.28	0.14	-9999	2.60	-9999	-9999
8	7	220	7.62	13.14	15.36	11.88	0.14	-9999	25.50	-9999	-9999
8	8	221	20.08	14.97	18.98	12.33	0.21	-9999	4.60	-9999	-9999
8	9	222	11.78	15.27	18.23	13.08	0.13	-9999	3.70	-9999	-9999
8	10	223	21.91	16.84	20.94	12.15	0.20	-9999	0.00	-9999	-9999
8	11	224	25.37	19.65	23.68	16.31	0.32	-9999	0.00	-9999	-9999
8	12	225	22.74	18.87	23.76	15.12	0.30	-9999	0.00	-9999	-9999
8	13	226	15.93	18.49	22.73	16.31	0.26	-9999	3.10	-9999	-9999
8	14	227	21.89	19.33	22.92	15.51	0.27	-9999	0.00	-9999	-9999
8	15	228	23.32	20.43	24.42	17.07	0.34	-9999	0.00	-9999	-9999
8	16	229	19.87	20.46	23.63	17.98	0.24	-9999	0.00	-9999	-9999
8	17	230	23.17	21.40	26.61	16.30	0.29	-9999	0.20	-9999	-9999
8	18	231	22.74	19.82	23.74	16.34	0.29	-9999	0.00	-9999	-9999
8	19	232	23.20	23.46	28.33	18.44	0.34	-9999	0.00	-9999	-9999
8	20	233	22.74	23.66	27.63	19.91	0.36	-9999	0.00	-9999	-9999
8	21	234	22.53	22.70	26.42	19.39	0.31	-9999	0.00	-9999	-9999
8	22	235	6.48	15.70	19.65	14.09	0.17	-9999	0.20	-9999	-9999
8	23	236	16.90	15.97	19.60	12.41	0.19	-9999	0.00	-9999	-9999
8	24	237	22.55	17.39	21.85	12.83	0.24	-9999	0.00	-9999	-9999
8	25	238	18.74	17.22	20.03	13.41	0.31	-9999	0.00	-9999	-9999
8	26	239	23.30	13.71	19.26	9.79	0.25	-9999	0.00	-9999	-9999
8	27	240	19.14	15.46	19.40	10.57	0.23	-9999	0.00	-9999	-9999
8	28	241	4.54	12.80	15.08	10.85	0.12	-9999	20.40	-9999	-9999
8	29	242	22.42	13.74	18.66	9.56	0.22	-9999	0.00	-9999	-9999
8	30	243	20.52	15.61	20.65	11.04	0.21	-9999	2.30	-9999	-9999
8	31	244	10.73	14.59	17.45	12.63	0.14	-9999	12.40	-9999	-9999
9	1	245	11.54	14.19	17.46	12.78	0.15	-9999	1.50	-9999	-9999
9	2	246	7.07	12.46	15.06	10.73	0.20	-9999	3.00	-9999	-9999
9	3	247	10.77	10.93	12.92	9.81	0.18	-9999	5.90	-9999	-9999
9	4	248	10.76	9.27	11.92	7.47	0.16	-9999	3.00	-9999	-9999
9	5	249	8.74	8.38	10.06	7.36	0.15	-9999	4.40	-9999	-9999
9	6	250	14.28	10.29	13.34	7.79	0.19	-9999	0.40	-9999	-9999
9	7	251	5.73	9.19	11.43	7.80	0.11	-9999	36.50	-9999	-9999
9	8	252	12.15	10.91	14.37	9.09	0.15	-9999	0.70	-9999	-9999
9	9	253	20.48	13.24	19.44	7.93	0.16	-9999	0.00	-9999	-9999
9	10	254	21.26	15.42	20.23	11.71	0.17	-9999	0.00	-9999	-9999
9	11	255	20.63	15.12	19.69	12.23	0.21	-9999	0.10	-9999	-9999
9	12	256	20.79	16.20	21.78	10.80	0.25	-9999	0.00	-9999	-9999
9	13	257	11.07	16.02	21.08	13.81	0.18	-9999	42.70	-9999	-9999
9	14	258	13.21	15.39	18.36	12.28	0.14	-9999	0.00	-9999	-9999
9	15	259	11.55	15.98	19.89	13.92	0.16	-9999	0.00	-9999	-9999
9	16	260	13.00	14.61	20.52	8.77	0.20	-9999	28.90	-9999	-9999
9	17	261	2.48	9.48	10.01	8.66	0.12	-9999	25.30	-9999	-9999
9	18	262	9.27	11.21	13.18	9.62	0.12	-9999	1.10	-9999	-9999
9	19	263	7.80	10.15	12.34	8.43	0.11	-9999	0.00	-9999	-9999
9	20	264	17.80	13.29	18.93	8.26	0.16	-9999	0.00	-9999	-9999
9	21	265	6.20	10.39	13.69	8.36	0.12	-9999	30.60	-9999	-9999
9	22	266	2.28	8.57	9.02	7.98	0.12	-9999	3.30	-9999	-9999
9	23	267	13.30	9.19	12.68	6.97	0.16	-9999	1.00	-9999	-9999
9	24	268	18.27	10.39	15.34	5.93	0.18	-9999	0.00	-9999	-9999
9	25	269	11.17	11.82	15.72	8.96	0.14	-9999	0.00	-9999	-9999
9	26	270	13.98	13.82	17.96	11.37	0.15	-9999	0.00	-9999	-9999
9	27	271	17.17	14.47	19.54	11.20	0.19	-9999	0.00	-9999	-9999
9	28	272	13.43	14.80	18.37	11.76	0.18	-9999	0.00	-9999	-9999
9	29	273	16.51	16.34	22.69	11.43	0.29	-9999	0.00	-9999	-9999
9	30	274	13.70	16.92	21.97	13.38	0.35	-9999	0.00	-9999	-9999
10	1	275	4.90	15.28	17.09	13.35	0.22	-9999	0.20	-9999	-9999
10	2	276	7.71	12.30	14.15	11.06	0.12	-9999	16.60	-9999	-9999
10	3	277	2.44	8.73	11.34	7.66	0.10	-9999	23.10	-9999	-9999
10	4	278	10.33	11.37	15.95	7.21	0.12	-9999	0.30	-9999	-9999
10	5	279	13.08	10.54	13.63	9.31	0.12	-9999	0.00	-9999	-9999
10	6	280	1.79	8.04	9.79	4.86	0.12	-9999	10.50	-9999	-9999
10	7	281	1.96	3.39	4.65	1.52	0.11	-9999	10.40	-9999	-9999
10	8	282	4.45	3.96	5.79	1.31	0.11	-9999	1.20	-9999	-9999
10	9	283	2.99	5.10	6.17	3.71	0.11	-9999	9.00	-9999	-9999
10	10	284	12.08	7.52	13.93	3.22	0.22	-9999	2.80	-9999	-9999
10	11	285	8.93	11.69	17.11	3.84	0.33	-9999	0.00	-9999	-9999
10	12	286	12.84	13.83	18.56	7.89	0.27	-9999	0.00	-9999	-9999
10	13	287	4.60	18.59	20.47	16.84	0.39	-9999	0.00	-9999	-9999
10	14	288	5.66	20.31	23.63	18.90	0.41	-9999	0.00	-9999	-9999
10	15	289	13.04	19.32	25.54	15.19	0.42	-9999	0.00	-9999	-9999
10	16	290	11.43	16.33	21.35	13.18	0.40	-9999	0.00	-9999	-9999
10	17	291	7.57	12.11	14.26	10.68	0.25	-9999	0.00	-9999	-9999
10	18	292	3.98	9.44	10.93	8.73	0.12	-9999	11.50	-9999	-9999
10	19	293	5.53	8.85	11.28	6.97	0.13	-9999	3.40	-9999	-9999
10	20	294	11.54	11.17	16.83	8.32	0.24	-9999	0.10	-9999	-9999
10	21	295	12.02	11.18	17.95	7.65	0.28	-9999	0.00	-9999	-9999
10	22	296	11.97	9.14	13.99	6.49	0.21	-9999	0.00	-9999	-9999
10	23	297	12.04	9.66	13.37	6.33	0.23	-9999	0.00	-9999	-9999
10	24	298	7.05	11.86	16.07	9.63	0.25	-9999	0.10	-9999	-9999
10	25	299	11.32	13.36	16.66	10.61	0.24	-9999	0.20	-9999	-9999
10	26	300	8.33	11.87	16.15	6.83	0.26	-9999	6.40	-9999	-9999
10	27	301	5.91	6.46	7.68	5.45	0.19	-9999	2.70	-9999	-9999
10	28	302	7.36	9.92	12.57	6.28	0.23	-9999	0.50	-9999	-9999
10	29	303	9.42	11.97	15.79	9.54	0.29	-9999	0.00	-9999	-9999
10	30	304	10.07	12.68	17.68	6.80	0.34	-9999	0.00	-9999	-9999
10	31	305	5.05	11.75	17.87	4.57	0.29	-9999	5.50	-9999	-9999
11	1	306	5.62	4.98	7.92	3.86	0.14	-9999	7.20	-9999	-9999
11	2	307	9.18	7.88	12.25	3.86	0.34	-9999	0.00	-9999	-9999
11	3	308	6.36	11.73	16.04	8.34	0.34	-9999	0.30	-9999	-9999
11	4	309	2.42	4.22	8.28	2.09	0.10	-9999	13.80	-9999	-9999
11	5	310	9.24	3.44	7.50	0.41	0.19	-9999	0.00	-9999	-9999
11	6	311	2.46	9.58	12.87	4.04	0.39	-9999	0.10	-9999	-9999
11	7	312	8.28	9.82	14.44	7.10	0.32	-9999	0.20	-9999	-9999
11	8	313	7.14	7.42	9.34	5.62	0.28	-9999	0.10	-9999	-9999
11	9	314	7.93	6.56	9.59	4.50	0.27	-9999	0.00	-9999	-9999
11	10	315	7.48	3.98	6.90	2.15	0.18	-9999	7.00	-9999	-9999
11	11	316	7.18	4.14	7.07	2.45	0.25	-9999	0.00	-9999	-9999
11	12	317	8.10	5.63	11.67	2.79	0.36	-9999	0.00	-9999	-9999
11	13	318	7.57	13.68	18.94	5.12	0.42	-9999	0.00	-9999	-9999
11	14	319	6.26	11.11	15.16	5.97	0.25	-9999	0.30	-9999	-9999
11	15	320	3.86	5.14	6.82	4.12	0.13	-9999	0.40	-9999	-9999
11	16	321	4.17	5.88	11.46	2.68	0.14	-9999	4.00	-9999	-9999
11	17	322	1.78	6.03	11.69	2.56	0.16	-9999	3.40	-9999	-9999
11	18	323	2.23	0.91	2.12	0.10	0.12	-9999	1.70	-9999	-9999
11	19	324	6.18	1.01	3.98	-0.71	0.10	-9999	3.10	-9999	-9999
11	20	325	4.33	4.33	6.87	2.74	0.14	-9999	0.00	-9999	-9999
11	21	326	1.74	2.86	3.58	2.02	0.10	-9999	0.20	-9999	-9999
11	22	327	4.56	5.30	8.53	1.84	0.20	-9999	0.00	-9999	-9999
11	23	328	5.92	7.93	11.32	4.47	0.34	-9999	0.00	-9999	-9999
