Month		n_days	Rg_f	Ta_f	Tmax	Tmin	VPD_f	Ts_f	Precip	SWC	LAI
11	25	330	2.45	-1.92	-0.60	-3.90	0.07	-9999	0.00	-9999	-9999
11	26	331	1.06	-3.80	-2.85	-4.55	0.07	-9999	1.90	-9999	-9999
11	27	332	7.95	-0.33	2.70	-2.85	0.20	-9999	0.00	-9999	-9999
11	28	333	6.61	3.67	6.75	-1.00	0.35	-9999	0.00	-9999	-9999
11	29	334	6.51	2.55	5.90	-0.50	0.21	-9999	0.00	-9999	-9999
11	30	335	5.61	7.68	9.05	5.85	0.40	-9999	0.00	-9999	-9999
12	1	336	4.56	5.44	9.00	1.00	0.26	-9999	3.10	-9999	-9999
12	2	337	2.38	0.99	2.30	-0.45	0.08	-9999	3.60	-9999	-9999
12	3	338	6.56	0.72	3.90	-2.20	0.22	-9999	2.00	-9999	-9999
12	4	339	7.59	2.65	6.00	1.25	0.38	-9999	0.00	-9999	-9999
12	5	340	2.26	3.76	5.80	-0.80	0.34	-9999	4.40	-9999	-9999
12	6	341	2.60	1.86	3.10	-0.25	0.19	-9999	1.60	-9999	-9999
12	7	342	1.13	-0.73	0.05	-0.95	0.02	-9999	15.10	-9999	-9999
12	8	343	4.88	-0.72	0.95	-1.75	0.14	-9999	0.80	-9999	-9999
12	9	344	7.27	1.50	2.70	0.30	0.38	-9999	0.00	-9999	-9999
12	10	345	1.97	1.36	5.30	-3.65	0.30	-9999	0.00	-9999	-9999
12	11	346	1.83	-2.91	-2.45	-3.30	0.01	-9999	0.60	-9999	-9999
12	12	347	1.86	-2.87	-2.70	-3.20	0.01	-9999	2.70	-9999	-9999
12	13	348	5.25	1.45	4.55	-3.35	0.16	-9999	0.00	-9999	-9999
12	14	349	8.00	6.12	7.85	4.75	0.38	-9999	0.00	-9999	-9999
12	15	350	3.68	6.79	8.00	5.35	0.36	-9999	0.00	-9999	-9999
12	16	351	6.72	8.21	10.35	7.15	0.37	-9999	0.00	-9999	-9999
12	17	352	0.84	1.89	8.55	-2.10	0.12	-9999	7.00	-9999	-9999
12	18	353	0.55	-2.92	-2.20	-3.45	0.01	-9999	7.80	-9999	-9999
12	19	354	1.00	-0.96	0.30	-2.45	0.03	-9999	16.50	-9999	-9999
12	20	355	0.79	0.09	1.60	-1.60	0.05	-9999	33.40	-9999	-9999
12	21	356	1.49	1.69	4.10	-0.25	0.03	-9999	26.00	-9999	-9999
12	22	357	1.10	3.37	3.95	2.30	0.08	-9999	6.70	-9999	-9999
12	23	358	0.54	1.45	2.95	0.60	0.09	-9999	0.00	-9999	-9999
12	24	359	2.43	0.35	1.85	-0.70	0.03	-9999	3.70	-9999	-9999
12	25	360	0.65	-3.19	0.35	-6.60	0.05	-9999	5.80	-9999	-9999
12	26	361	1.27	-6.89	-6.45	-7.20	0.03	-9999	0.00	-9999	-9999
12	27	362	2.59	-6.44	-5.20	-7.00	0.01	-9999	0.00	-9999	-9999
12	28	363	8.59	-5.25	-2.65	-7.65	0.18	-9999	0.00	-9999	-9999
12	29	364	7.53	-1.47	1.50	-3.75	0.44	-9999	0.00	-9999	-9999
12	30	365	7.36	2.00	4.60	-3.25	0.52	-9999	0.00	-9999	-9999
12	31	366	7.43	2.06	4.10	-1.30	0.50		0.00		
