Month,Day,DoY,Rg_f,Rg_sqc,Ta_f,Ta_sqc,VPD_f,VPD_sqc,Ts_f,Ts_sqc,Precip,SWC,H_f,H_sqc,LE_f,LE_sqc,Reco_st,Reco_or,NEE_st_fMDS,NEE_st_fMDSsqc,GPP_st_MDS,NEE_or_fMDS,NEE_or_fMDSsqc,GPP_or_MDS,NEE_st_fANN,NEE_st_fANNsqc,GPP_st_ANN,NEE_or_fANN,NEE_or_fANNsqc,GPP_or_ANN
2,12,43,7.25,0.56,1.88,1.00,0.83,0.56,-1.17,0.56,4.90,-9999.00,18.95,1.00,3.77,0.56,1.18,1.14,-1.26,0.50,2.45,-1.17,0.50,2.32,-0.78,0.56,1.97,-0.81,0.56,1.95
2,13,44,8.40,0.27,3.61,1.00,2.58,0.27,-1.25,0.27,4.49,-9999.00,-2.34,1.00,6.67,0.27,1.36,1.28,-1.85,0.17,3.22,-1.68,0.17,2.96,-2.99,0.27,4.36,-1.66,0.27,2.94
2,14,45,16.24,0.65,3.81,1.00,5.46,0.65,-1.33,0.65,16.95,-9999.00,46.67,1.00,14.19,0.65,1.85,1.78,-3.37,0.60,5.22,-3.29,0.58,5.06,-3.23,0.63,5.09,-2.92,0.63,4.70
2,15,46,12.74,1.00,3.32,1.00,3.68,1.00,-1.36,1.00,0.00,51.71,49.32,1.00,6.92,1.00,2.11,2.06,-4.23,0.96,6.34,-3.96,0.96,6.02,-4.32,0.98,6.43,-3.87,0.98,5.93
2,16,47,8.20,0.83,-3.06,1.00,0.94,0.83,-1.27,0.83,0.00,51.73,32.08,1.00,1.38,0.83,1.41,1.52,0.50,0.77,0.91,0.62,0.77,0.90,2.04,0.83,-0.63,1.90,0.83,-0.38
2,17,48,12.59,0.00,-7.18,1.00,1.83,0.00,-1.32,0.00,0.00,-9999.00,-2.38,1.00,1.55,0.00,0.70,0.88,0.27,0.00,0.43,0.45,0.00,0.43,4.03,0.00,-3.32,1.95,0.00,-1.07
2,18,49,16.23,0.65,-1.35,1.00,4.51,0.65,-1.39,0.65,0.00,-9999.00,59.25,1.00,3.19,0.65,0.97,1.14,-0.66,0.60,1.63,-0.68,0.60,1.82,0.47,0.63,0.50,0.22,0.63,0.92
2,19,50,15.68,1.00,4.30,1.00,5.83,1.00,-1.47,1.00,0.00,49.67,62.84,1.00,3.73,1.00,1.28,1.45,-1.88,0.98,3.17,-1.81,0.98,3.26,-1.68,0.98,2.97,-1.74,0.98,3.19
2,20,51,15.09,1.00,5.71,1.00,6.68,1.00,-1.52,1.00,0.00,49.24,60.80,1.00,5.03,1.00,1.29,1.48,-3.13,0.94,4.42,-3.03,0.98,4.51,-2.81,0.98,4.10,-2.77,0.98,4.25
2,21,52,5.57,0.98,5.17,1.00,1.46,0.98,-1.58,0.98,1.84,50.98,14.06,1.00,3.93,0.98,1.04,1.17,-2.73,0.98,3.77,-2.61,0.98,3.78,-2.40,0.98,3.44,-2.23,0.98,3.40
2,22,53,6.44,0.35,6.86,0.92,1.07,0.35,-1.63,0.35,1.23,-9999.00,23.16,0.90,3.58,0.33,0.78,0.81,-3.34,0.31,4.12,-3.34,0.21,4.15,-2.82,0.35,3.60,-2.61,0.35,3.42
2,23,54,14.33,0.60,9.19,1.00,1.89,0.60,-1.76,0.60,0.00,-9999.00,30.44,1.00,10.51,0.60,0.77,0.77,-4.60,0.56,5.37,-4.78,0.56,5.55,-4.80,0.58,5.56,-4.56,0.58,5.33
2,24,55,16.86,0.88,8.77,1.00,6.45,0.88,-1.84,0.88,0.20,53.61,36.94,1.00,12.35,0.88,0.77,0.77,-3.50,0.81,4.27,-3.67,0.79,4.44,-3.64,0.85,4.42,-3.60,0.85,4.37
2,25,56,16.09,1.00,11.18,1.00,9.96,1.00,-1.93,1.00,0.00,54.00,48.67,1.00,15.92,1.00,0.89,0.88,-3.41,0.98,4.30,-3.44,0.96,4.32,-3.62,0.98,4.51,-3.38,0.98,4.26
2,26,57,12.53,1.00,10.57,1.00,7.36,1.00,-1.96,1.00,0.00,54.41,30.83,1.00,12.93,1.00,0.80,0.79,-5.26,0.94,6.07,-5.14,0.94,5.93,-5.43,0.98,6.23,-4.95,0.98,5.75
2,27,58,15.27,1.00,7.78,1.00,3.85,1.00,-1.92,1.00,0.00,54.49,66.31,1.00,9.53,1.00,0.68,0.69,-6.21,0.98,6.89,-6.14,0.98,6.84,-6.22,0.98,6.90,-6.18,0.98,6.87
2,28,59,7.53,1.00,6.94,1.00,0.49,1.00,-1.88,1.00,0.00,54.58,22.36,1.00,4.98,1.00,0.64,0.65,-4.29,0.98,4.93,-3.72,0.98,4.37,-4.40,0.98,5.03,-3.64,0.98,4.28
2,29,60,10.78,0.90,7.65,1.00,1.22,0.90,-1.86,0.90,0.00,54.72,38.43,1.00,8.09,0.90,0.64,0.64,-4.59,0.83,5.23,-4.30,0.83,4.94,-4.32,0.88,4.97,-4.13,0.88,4.78
3,1,61,6.39,0.38,7.11,1.00,2.07,0.38,-1.31,0.38,0.41,-9999.00,-14.86,1.00,4.77,0.38,0.63,0.64,-3.17,0.31,3.80,-3.09,0.31,3.73,-2.67,0.38,3.30,-2.60,0.38,3.24
3,2,62,17.50,0.67,10.60,1.00,7.01,0.67,-0.19,0.67,0.00,-9999.00,49.46,1.00,16.71,0.67,0.86,0.86,-4.87,0.63,5.74,-4.92,0.63,5.79,-4.79,0.65,5.65,-4.75,0.65,5.61
3,3,63,17.07,1.00,15.80,1.00,14.87,1.00,1.12,1.00,0.00,50.34,44.49,1.00,20.59,1.00,1.38,1.37,-3.19,0.98,4.57,-3.16,0.98,4.52,-3.16,0.98,4.53,-3.15,0.98,4.51
3,4,64,16.87,1.00,11.34,1.00,8.48,1.00,1.88,1.00,0.00,48.56,58.91,1.00,19.83,1.00,1.51,1.57,-4.77,0.98,6.28,-4.71,0.98,6.28,-4.76,0.98,6.27,-4.70,0.98,6.27
3,5,65,7.91,0.98,8.32,1.00,3.10,0.98,1.76,0.98,0.00,47.85,-7.38,1.00,8.49,0.98,1.91,1.99,-3.57,0.94,5.48,-3.29,0.94,5.28,-2.88,0.98,4.79,-3.16,0.98,5.15
3,6,66,8.33,0.50,8.67,0.88,1.64,0.50,1.86,0.50,20.63,-9999.00,-59.84,0.88,22.02,0.50,1.94,2.01,-2.74,0.42,4.67,-2.63,0.42,4.64,-3.04,0.50,4.98,-3.42,0.50,5.44
3,7,67,14.11,0.65,3.96,1.00,1.45,0.65,1.07,0.65,3.27,-9999.00,46.78,1.00,19.69,0.65,1.51,1.67,-3.83,0.56,5.34,-3.64,0.58,5.31,-2.16,0.63,3.67,-2.48,0.63,4.15
3,8,68,10.94,0.83,3.89,0.98,0.62,0.83,0.56,0.83,8.99,52.62,3.53,0.98,19.44,0.81,1.50,1.67,-2.54,0.71,4.04,-2.31,0.73,3.98,-1.72,0.83,3.22,-1.86,0.83,3.53
3,9,69,14.29,0.67,6.98,1.00,1.08,0.67,0.13,0.67,6.54,-9999.00,36.02,1.00,24.89,0.67,1.77,1.89,-3.98,0.52,5.75,-3.85,0.54,5.73,-4.60,0.65,6.37,-3.98,0.65,5.87
3,10,70,16.42,0.88,5.50,1.00,2.93,0.88,0.33,0.88,0.20,51.25,58.62,1.00,19.38,0.88,1.63,1.78,-5.84,0.54,7.47,-5.76,0.54,7.54,-4.13,0.85,5.76,-3.47,0.85,5.25
3,11,71,3.70,0.71,5.78,1.00,0.44,0.71,0.69,0.71,19.61,-9999.00,-20.62,0.94,5.56,0.69,1.65,1.80,-0.50,0.56,2.15,-0.30,0.56,2.09,-0.64,0.71,2.30,0.12,0.71,1.68
3,12,72,19.67,0.67,7.99,1.00,2.59,0.67,0.94,0.67,0.00,-9999.00,42.55,1.00,26.61,0.67,1.84,1.95,-6.01,0.00,7.85,-5.83,0.00,7.79,-5.74,0.65,7.59,-4.40,0.65,6.35
3,13,73,20.20,1.00,9.92,1.00,4.90,1.00,1.74,1.00,0.00,49.89,52.73,1.00,19.24,1.00,2.01,2.09,-5.08,0.00,7.09,-5.00,0.00,7.09,-6.43,0.98,8.44,-5.12,0.98,7.21
3,14,74,20.68,1.00,9.81,1.00,7.82,1.00,1.98,1.00,0.00,48.46,65.47,1.00,18.59,1.00,2.00,2.08,-6.66,0.00,8.65,-6.58,0.00,8.66,-5.80,0.98,7.80,-4.72,0.98,6.80
3,15,75,20.42,1.00,10.58,1.00,6.48,1.00,2.21,1.00,0.00,47.65,75.93,1.00,11.60,1.00,2.06,2.14,-5.03,0.00,7.09,-4.98,0.00,7.12,-5.51,0.98,7.57,-4.43,0.98,6.57
3,16,76,17.41,1.00,11.88,1.00,9.75,1.00,2.76,1.00,0.00,46.76,51.85,1.00,18.72,1.00,2.17,2.23,-5.43,0.00,7.60,-5.41,0.00,7.64,-3.69,0.98,5.86,-3.21,0.98,5.44
3,17,77,12.83,1.00,7.34,1.00,2.15,1.00,2.72,1.00,0.00,43.95,67.43,1.00,8.28,1.00,1.76,1.90,-4.61,0.00,6.37,-4.31,0.00,6.21,-2.40,0.98,4.16,-1.98,0.98,3.88
3,18,78,17.31,1.00,7.67,1.00,2.25,1.00,2.43,1.00,0.00,41.14,62.44,1.00,15.22,1.00,1.78,1.92,-6.18,0.00,7.96,-6.11,0.00,8.03,-4.14,0.98,5.93,-4.00,0.98,5.92
3,19,79,6.43,0.85,7.75,1.00,0.76,0.85,2.60,0.85,0.00,40.32,19.73,1.00,3.89,0.85,1.78,1.93,-3.69,0.00,5.48,-3.28,0.00,5.21,-1.88,0.85,3.67,-2.55,0.85,4.48
3,20,80,15.13,0.65,6.82,1.00,1.69,0.65,2.45,0.65,0.00,-9999.00,78.24,1.00,17.10,0.65,1.70,1.86,-5.80,0.00,7.50,-5.77,0.00,7.63,-3.95,0.63,5.65,-4.73,0.63,6.59
3,21,81,16.47,1.00,3.35,1.00,0.97,1.00,1.77,1.00,3.06,38.76,74.40,1.00,18.73,1.00,1.40,1.61,-3.27,0.00,4.68,-3.63,0.00,5.24,-3.15,0.98,4.56,-4.12,0.98,5.73
3,22,82,13.62,0.81,5.98,0.96,1.99,0.81,1.46,0.81,4.49,38.12,16.13,0.92,17.08,0.81,1.62,1.80,-4.16,0.00,5.78,-3.97,0.00,5.76,-3.38,0.81,5.00,-4.13,0.81,5.93
3,23,83,20.55,0.69,8.79,1.00,3.55,0.69,2.01,0.69,3.88,-9999.00,66.29,0.98,28.48,0.67,1.86,1.99,-6.20,0.00,8.06,-6.14,0.00,8.13,-4.32,0.67,6.18,-5.12,0.67,7.12
3,24,84,9.92,0.46,2.74,0.92,1.43,0.46,1.79,0.46,16.75,-9999.00,-14.38,0.90,11.99,0.44,1.35,1.56,-2.52,0.00,3.87,-2.91,0.00,4.48,-1.39,0.46,2.73,-1.21,0.46,2.77
3,25,85,7.12,0.33,2.84,0.96,0.08,0.33,0.78,0.33,34.31,-9999.00,-38.97,0.96,6.76,0.33,1.35,1.57,-2.07,0.00,3.42,-2.04,0.00,3.61,-0.35,0.33,1.70,0.07,0.33,1.50
3,26,86,9.76,0.50,6.24,0.96,0.07,0.50,0.06,0.50,0.61,-9999.00,-0.87,0.96,12.21,0.50,1.62,1.81,-3.04,0.00,4.66,-2.93,0.00,4.74,-2.24,0.50,3.86,-1.69,0.50,3.50
3,27,87,13.25,0.69,5.77,1.00,0.79,0.69,-0.25,0.69,8.99,-9999.00,29.35,1.00,13.48,0.69,1.58,1.77,-3.07,0.00,4.65,-3.10,0.00,4.88,-3.33,0.67,4.91,-2.65,0.67,4.43
3,28,88,7.71,0.48,6.47,1.00,0.30,0.48,0.23,0.48,27.17,-9999.00,-17.84,0.94,6.22,0.46,1.63,1.82,-1.99,0.00,3.62,-1.95,0.00,3.78,-0.73,0.48,2.36,-0.84,0.48,2.66
3,29,89,20.94,0.67,8.54,1.00,2.74,0.67,1.12,0.67,0.00,-9999.00,49.74,1.00,20.98,0.67,1.80,1.97,-6.99,0.00,8.79,-6.94,0.00,8.91,-4.60,0.65,6.41,-5.51,0.65,7.48
3,30,90,20.55,1.00,8.13,1.00,2.35,1.00,1.63,1.00,0.00,48.24,64.49,1.00,16.74,1.00,1.76,1.94,-6.56,0.00,8.32,-6.53,0.00,8.46,-5.19,0.98,6.96,-5.41,0.98,7.35
3,31,91,20.30,1.00,9.45,1.00,5.58,1.00,1.89,1.00,0.00,46.49,81.73,1.00,23.57,1.00,1.87,2.03,-6.60,0.00,8.48,-6.57,0.00,8.60,-5.85,0.98,7.72,-5.57,0.98,7.60
4,1,92,19.79,1.00,7.47,1.00,2.04,1.00,2.27,1.00,0.00,45.37,105.73,1.00,13.51,1.00,1.70,1.89,-6.18,0.00,7.88,-6.13,0.00,8.02,-6.01,0.98,7.71,-5.69,0.98,7.58
4,2,93,21.55,1.00,7.89,1.00,3.73,1.00,2.38,1.00,0.00,44.94,85.51,1.00,23.92,1.00,1.73,1.92,-6.49,0.00,8.22,-6.49,0.00,8.41,-5.79,0.98,7.52,-5.13,0.98,7.05
4,3,94,6.25,1.00,4.13,1.00,0.54,1.00,1.86,1.00,10.62,47.13,-0.96,1.00,6.74,1.00,1.41,1.65,-0.31,0.00,1.73,-0.54,0.00,2.19,-0.52,0.98,1.93,-0.12,0.98,1.76
4,4,95,8.51,0.65,3.78,1.00,0.47,0.65,1.47,0.65,7.76,-9999.00,33.73,1.00,8.70,0.65,1.38,1.62,-1.30,0.06,2.69,-1.47,0.06,3.09,-0.98,0.65,2.36,-0.54,0.65,2.16
4,5,96,13.07,0.17,7.16,0.65,1.34,0.17,0.99,0.17,16.14,-9999.00,38.62,0.63,14.83,0.15,1.65,1.86,-4.87,0.00,6.52,-4.83,0.00,6.69,-3.29,0.17,4.94,-3.46,0.17,5.32
4,6,97,20.96,0.69,7.84,1.00,2.68,0.69,0.81,0.69,0.82,-9999.00,128.29,1.00,26.09,0.69,1.71,1.91,-6.68,0.08,8.38,-6.67,0.08,8.58,-5.43,0.67,7.14,-5.90,0.67,7.81
4,7,98,23.16,1.00,12.04,1.00,10.58,1.00,1.55,1.00,0.00,48.88,67.03,1.00,35.20,1.00,2.06,2.20,-5.86,0.65,7.91,-5.82,0.65,8.02,-6.29,0.98,8.35,-6.19,0.98,8.39
4,8,99,3.64,0.88,13.03,1.00,8.07,0.88,2.84,0.88,0.61,46.82,-29.72,1.00,7.45,0.88,2.13,2.27,-0.04,0.75,2.17,-0.01,0.75,2.28,-1.01,0.88,3.14,-0.54,0.88,2.81
4,9,100,22.31,0.69,11.85,1.00,7.08,0.69,3.55,0.69,0.00,-9999.00,98.17,1.00,28.90,0.69,2.02,2.18,-7.64,0.60,9.66,-7.65,0.63,9.83,-6.90,0.67,8.92,-6.56,0.67,8.75
4,10,101,19.67,1.00,15.77,1.00,7.12,1.00,4.65,1.00,0.00,44.69,62.92,1.00,35.36,1.00,2.28,2.32,-5.56,0.98,7.83,-5.50,0.98,7.82,-5.54,0.98,7.82,-5.50,0.98,7.81
4,11,102,13.33,1.00,18.19,1.00,12.52,1.00,5.61,1.00,0.00,42.01,5.14,1.00,29.66,1.00,2.35,2.30,-5.56,0.98,7.91,-5.52,0.98,7.82,-5.51,0.98,7.86,-5.67,0.98,7.96
4,12,103,17.06,1.00,14.32,1.00,6.71,1.00,6.18,1.00,0.00,39.85,74.74,1.00,22.52,1.00,2.11,2.12,-7.57,0.98,9.67,-7.44,0.96,9.56,-7.67,0.98,9.77,-7.55,0.98,9.66
4,13,104,8.33,1.00,9.37,1.00,4.79,1.00,5.07,1.00,0.00,38.85,9.90,1.00,13.57,1.00,1.68,1.78,-4.55,0.98,6.23,-4.51,0.98,6.29,-4.68,0.98,6.35,-4.71,0.98,6.49
4,14,105,23.48,0.85,7.34,1.00,3.74,0.85,4.33,0.85,0.00,37.63,126.98,1.00,7.02,0.85,1.50,1.61,-7.65,0.79,9.15,-7.56,0.79,9.17,-8.14,0.83,9.64,-8.20,0.83,9.81
4,15,106,18.67,1.00,4.63,1.00,0.83,1.00,3.43,1.00,13.48,37.10,67.37,1.00,22.62,1.00,1.28,1.42,-3.42,0.98,4.69,-3.76,0.98,5.18,-3.47,0.98,4.75,-3.66,0.98,5.08
4,16,107,21.45,1.00,6.96,1.00,3.23,1.00,2.78,1.00,3.47,46.05,78.74,1.00,15.77,1.00,1.43,1.55,-7.69,0.98,9.12,-7.66,0.98,9.21,-7.52,0.98,8.95,-7.31,0.98,8.85
4,17,108,13.20,1.00,11.65,1.00,6.02,1.00,3.71,1.00,0.00,45.45,7.25,1.00,6.35,1.00,1.44,1.56,-6.76,0.98,8.21,-6.85,0.98,8.41,-6.86,0.98,8.30,-6.89,0.98,8.45
4,18,109,10.89,1.00,11.86,1.00,4.47,1.00,4.32,1.00,0.00,44.08,32.10,1.00,11.60,1.00,1.27,1.37,-5.56,0.98,6.84,-5.56,0.98,6.93,-5.54,0.98,6.82,-5.53,0.98,6.90
