Year	Month	n_days	Rg_f	Ta_f	Tmax	Tmin	VPD_f	Ts_f	Precip	SWC	LAI	ET	WS_f			
1995	5	19	23.23	16.54	18.66	10.94	5.74	-9999	1.30	-9999	-9999	-9999	-9999			
1995	5	20	37.99	14.87	17.69	7.42	6.59	-9999	0.00	-9999	-9999	-9999	-9999			
1995	5	21	37.52	14.57	17.31	7.36	6.32	-9999	0.00	-9999	-9999	-9999	-9999			
1995	5	22	41.03	16.02	19.31	7.36	7.94	-9999	0.00	-9999	-9999	-9999	-9999			
1995	5	23	41.86	16.37	19.83	7.26	8.42	-9999	0.00	-9999	-9999	-9999	-9999			
1995	5	24	40.33	17.21	20.49	8.56	8.49	-9999	0.00	-9999	-9999	-9999	-9999			
1995	5	25	42.99	19.63	23.64	9.07	11.32	-9999	0.00	-9999	-9999	-9999	-9999			
1995	5	26	24.69	19.6	22.11	12.98	7.85	-9999	5.60	-9999	-9999	-9999	-9999			
1995	5	27	34.51	19.71	22.40	12.62	8.35	-9999	0.00	-9999	-9999	-9999	-9999			
1995	5	28	38.25	21.3	24.56	12.69	10.65	-9999	0.00	-9999	-9999	-9999	-9999			
1995	5	29	36.09	21.26	24.20	13.51	9.78	-9999	0.00	-9999	-9999	-9999	-9999			
1995	5	30	24.63	20.68	23.23	13.95	8.45	-9999	16.00	-9999	-9999	-9999	-9999			
1995	5	31	17.73	17.27	18.91	12.93	4.79	-9999	5.60	-9999	-9999	-9999	-9999			
1995	6	1	25.38	16.89	19.42	10.23	6.77	-9999	8.30	-9999	-9999	-9999	-9999			
1995	6	2	37.97	17.22	20.22	9.32	7.92	-9999	0.00	-9999	-9999	-9999	-9999			
1995	6	3	26.60	18.06	20.77	10.93	7.65	-9999	1.10	-9999	-9999	-9999	-9999			
1995	6	4	36.00	18.02	20.75	10.83	7.69	-9999	0.00	-9999	-9999	-9999	-9999			
1995	6	5	42.04	18.03	21.63	8.53	9.55	-9999	0.00	-9999	-9999	-9999	-9999			
1995	6	6	27.19	18.19	20.93	10.95	7.79	-9999	1.10	-9999	-9999	-9999	-9999			
1995	6	7	41.65	18.25	21.76	8.98	9.49	-9999	0.00	-9999	-9999	-9999	-9999			
1995	6	8	38.78	19.57	22.69	11.35	9.33	-9999	0.00	-9999	-9999	-9999	-9999			
1995	6	9	39.17	19.78	22.98	11.34	9.63	-9999	0.00	-9999	-9999	-9999	-9999			
1995	6	10	26.12	19.78	22.43	12.78	8.29	-9999	2.40	-9999	-9999	-9999	-9999			
1995	6	11	22.86	18.28	20.47	12.52	6.49	-9999	1.00	-9999	-9999	-9999	-9999			
1995	6	12	23.19	16.85	19.05	11.05	6.02	-9999	3.10	-9999	-9999	-9999	-9999			
1995	6	13	27.00	16.9	19.65	9.66	7.25	-9999	1.60	-9999	-9999	-9999	-9999			
1995	6	14	38.15	17.84	20.87	9.86	8.27	-9999	0.00	-9999	-9999	-9999	-9999			
1995	6	15	30.72	18.2	21.74	8.88	9.51	-9999	0.10	-9999	-9999	-9999	-9999			
1995	6	16	41.79	18.62	22.35	8.79	10.14	-9999	0.00	-9999	-9999	-9999	-9999			
1995	6	17	41.21	19.18	22.87	9.46	10.38	-9999	0.00	-9999	-9999	-9999	-9999			
1995	6	18	39.24	19.19	22.59	10.24	9.76	-9999	0.00	-9999	-9999	-9999	-9999			
1995	6	19	41.14	22.09	26.01	11.76	12.78	-9999	0.00	-9999	-9999	-9999	-9999			
1995	6	20	40.23	23.69	27.57	13.46	13.85	-9999	0.00	-9999	-9999	-9999	-9999			
1995	6	21	38.32	23.8	27.36	14.43	13.05	-9999	0.00	-9999	-9999	-9999	-9999			
1995	6	22	28.51	22.35	25.80	13.27	11.77	-9999	0.90	-9999	-9999	-9999	-9999			
1995	6	23	21.75	18.31	20.54	12.43	6.61	-9999	25.70	-9999	-9999	-9999	-9999			
1995	6	24	26.30	15.66	18.42	8.40	6.77	-9999	3.30	-9999	-9999	-9999	-9999			
1995	6	25	41.56	18.28	22.08	8.26	10.08	-9999	0.00	-9999	-9999	-9999	-9999			
1995	6	26	43.66	22.81	27.49	10.49	15.09	-9999	0.00	-9999	-9999	-9999	-9999			
1995	6	27	40.80	25.16	29.34	14.13	15.85	-9999	0.00	-9999	-9999	-9999	-9999			
1995	6	28	35.51	23.8	27.00	15.35	12.03	-9999	0.00	-9999	-9999	-9999	-9999			
1995	6	29	35.23	23.64	26.82	15.27	11.85	-9999	0.00	-9999	-9999	-9999	-9999			
1995	6	30	38.29	24.96	28.74	15.00	14.55	-9999	0.00	-9999	-9999	-9999	-9999			
1995	7	1	37.64	25.24	28.96	15.43	14.60	-9999	0.00	-9999	-9999	-9999	-9999			
1995	7	2	37.61	25.37	29.12	15.48	14.79	-9999	0.00	-9999	-9999	-9999	-9999			
1995	7	3	24.35	22.54	24.58	17.15	7.75	-9999	0.00	-9999	-9999	-9999	-9999			
1995	7	4	31.45	23.04	25.82	15.71	10.31	-9999	0.00	-9999	-9999	-9999	-9999			
1995	7	5	37.32	22.8	26.35	13.45	12.33	-9999	0.00	-9999	-9999	-9999	-9999			
1995	7	6	24.14	21.03	23.84	13.62	9.32	-9999	0.40	-9999	-9999	-9999	-9999			
1995	7	7	37.63	23.14	26.77	13.58	12.78	-9999	0.00	-9999	-9999	-9999	-9999			
1995	7	8	36.94	24.45	28.05	14.95	13.65	-9999	0.00	-9999	-9999	-9999	-9999			
1995	7	9	36.29	24.9	28.44	15.57	13.80	-9999	0.00	-9999	-9999	-9999	-9999			
1995	7	10	41.16	25.91	30.53	13.72	17.73	-9999	0.00	-9999	-9999	-9999	-9999			
1995	7	11	38.29	24.29	28.24	13.86	14.51	-9999	0.00	-9999	-9999	-9999	-9999			
1995	7	12	31.04	25.56	28.54	17.70	12.49	-9999	0.00	-9999	-9999	-9999	-9999			
